srno,presz,postsz ,inc ,year ,lf,y1,y2,y3,post,shell,pre_82,pre_all,,,,,,,,
124,143.2,155.3,12.1,81,1,0,0,1,144,1,128.672,129.234,,,,,,,,
125,140.8,152.9,12.1,81,1,0,0,1,144.8,1,129.572,130.12,,,,,,,,
126,140.7,154.3,13.6,81,1,0,0,1,145.2,1,130.022,130.563,,,,,,,,
127,130.8,143.1,12.3,81,1,0,0,1,145.3,1,130.135,130.673,,,,,,,,
128,131.8,145.2,13.4,81,1,0,0,1,145.3,1,130.135,130.673,,,,,,,,
129,120.6,135.4,14.8,81,1,0,0,1,145.4,1,130.247,130.784,,,,,,,,
130,140.1,153.5,13.4,81,1,0,0,1,145.6,1,130.473,131.006,,,,,,,,
131,133,148.9,15.9,81,1,0,0,1,146.1,1,131.035,131.559,,,,,,,,
132,122.9,139.1,16.2,81,1,0,0,1,146.3,1,131.26,131.781,,,,,,,,
133,143,155.4,12.4,81,1,0,0,1,146.8,1,131.823,132.334,,,,,,,,
134,139.5,154.7,15.2,81,1,0,0,1,147.4,1,132.499,132.999,,,,,,,,
135,137.5,149.5,12,81,1,0,0,1,147.6,1,132.724,133.22,,,,,,,,
136,136.7,151.5,14.8,81,1,0,0,1,147.8,1,132.949,133.442,,,,,,,,
137,145.9,160.1,14.2,81,1,0,0,1,148.3,1,133.512,133.995,,,,,,,,
138,143.1,153.2,10.1,81,1,0,0,1,148.6,1,133.849,134.327,,,,,,,,
139,128.5,142,13.5,81,1,0,0,1,148.9,1,134.187,134.66,,,,,,,,
140,141.1,153.8,12.7,81,1,0,0,1,149.4,1,134.75,135.213,,,,,,,,
141,150.9,164.9,14,81,1,0,0,1,149.5,1,134.862,135.324,,,,,,,,
142,144.6,155.7,11.1,81,1,0,0,1,149.8,1,135.2,135.656,,,,,,,,
143,143.3,155.8,12.5,81,1,0,0,1,149.8,1,135.2,135.656,,,,,,,,
144,146.5,158.9,12.4,81,1,0,0,1,149.9,1,135.312,135.767,,,,,,,,
145,143.5,155.2,11.7,81,1,0,0,1,150.3,1,135.763,136.21,,,,,,,,
146,150.2,164.1,13.9,81,1,0,0,1,150.6,1,136.1,136.542,,,,,,,,
147,148.3,161.3,13,81,1,0,0,1,151.3,1,136.888,137.317,,,,,,,,
148,143.1,156.7,13.6,81,1,0,0,1,151.5,1,137.113,137.539,,,,,,,,
149,135.7,148.2,12.5,81,1,0,0,1,151.7,1,137.338,137.76,,,,,,,,
150,143.4,156.5,13.1,81,1,0,0,1,152,1,137.676,138.092,,,,,,,,
151,133,147.8,14.8,81,1,0,0,1,152.2,1,137.901,138.314,,,,,,,,
152,143.2,157.7,14.5,81,1,0,0,1,152.7,1,138.464,138.867,,,,,,,,
153,137,149.1,12.1,81,1,0,0,1,153.2,1,139.027,139.421,,,,,,,,
154,140.8,151.5,10.7,81,1,0,0,1,153.4,1,139.252,139.642,,,,,,,,
155,132.8,146.7,13.9,81,1,0,0,1,153.4,1,139.252,139.642,,,,,,,,
156,134.7,148.5,13.8,81,1,0,0,1,153.5,1,139.365,139.753,,,,,,,,
157,142.4,156.6,14.2,81,1,0,0,1,153.7,1,139.59,139.975,,,,,,,,
158,141.2,155,13.8,81,1,0,0,1,153.7,1,139.59,139.975,,,,,,,,
159,111.9,129.5,17.6,81,1,0,0,1,154.1,1,140.04,140.417,,,,,,,,
160,84.3,101.4,17.1,81,1,0,0,1,154.1,1,140.04,140.417,,,,,,,,
161,109.8,128.9,19.1,81,1,0,0,1,154.1,1,140.04,140.417,,,,,,,,
162,83.8,101.9,18.1,81,1,0,0,1,154.3,1,140.265,140.639,,,,,,,,
163,86.1,105.1,19,81,1,0,0,1,154.9,1,140.94,141.303,,,,,,,,
164,92,114.8,22.8,81,1,0,0,1,155.2,1,141.278,141.635,,,,,,,,
165,71.4,91.5,20.1,81,1,0,0,1,155.3,1,141.391,141.746,,,,,,,,
166,77.9,96.4,18.5,81,1,0,0,1,155.6,1,141.728,142.078,,,,,,,,
167,75.2,94.5,19.3,81,1,0,0,1,155.6,1,141.728,142.078,,,,,,,,
168,113.1,131.1,18,81,1,0,0,1,155.7,1,141.841,142.189,,,,,,,,
169,71.4,93.8,22.4,81,1,0,0,1,155.8,1,141.953,142.3,,,,,,,,
170,81.4,101.3,19.9,81,1,0,0,1,155.8,1,141.953,142.3,,,,,,,,
171,74.8,95.5,20.7,81,1,0,0,1,156,1,142.178,142.521,,,,,,,,
172,62.7,82.3,19.6,81,1,0,0,1,156.2,1,142.404,142.743,,,,,,,,
173,75.8,97.2,21.4,81,1,0,0,1,156.5,1,142.741,143.075,,,,,,,,
174,74.2,92.1,17.9,81,1,0,0,1,156.6,1,142.854,143.186,,,,,,,,
175,72.4,96.3,23.9,81,1,0,0,1,156.7,1,142.966,143.296,,,,,,,,
176,83.6,104.6,21,81,1,0,0,1,156.8,1,143.079,143.407,,,,,,,,
177,31.1,51.8,11.3,81,1,0,0,1,156.8,1,143.079,143.407,,,,,,,,
178,40.5,120,21.8,82,1,0,1,0,157,1,143.304,143.629,,,,,,,,
179,88.3,121.9,19.8,82,1,0,1,0,157.2,1,143.529,143.85,,,,,,,,
180,98.2,134.8,18.7,82,1,0,1,0,157.3,1,143.642,143.961,,,,,,,,
181,102.1,148,12.4,82,1,0,1,0,157.5,1,143.867,144.182,,,,,,,,
182,116.1,158.2,15,82,1,0,1,0,157.7,1,144.092,144.404,,,,,,,,
183,135.6,154.8,11.9,82,1,0,1,0,157.8,1,144.204,144.514,,,,,,,,
184,143.2,141.8,18.4,82,1,0,1,0,157.8,1,144.204,144.514,,,,,,,,
185,142.9,141.6,16.1,82,1,0,1,0,157.8,1,144.204,144.514,,,,,,,,
186,123.4,146.6,17.1,82,1,0,1,0,158.6,1,145.105,145.4,,,,,,,,
187,125.5,133.8,13.7,82,1,0,1,0,158.6,1,145.105,145.4,,,,,,,,
188,129.5,136.5,14,82,1,0,1,0,159.8,1,146.456,146.729,,,,,,,,
189,120.1,140.9,17.6,82,1,0,1,0,160,1,146.681,146.95,,,,,,,,
190,122.5,140.4,12.6,82,1,0,1,0,160.4,1,147.131,147.393,,,,,,,,
191,123.3,148.5,13.8,82,1,0,1,0,160.4,1,147.131,147.393,,,,,,,,
192,127.8,145.8,17.2,82,1,0,1,0,160.5,1,147.243,147.504,,,,,,,,
193,134.7,142.8,18.6,82,1,0,1,0,161.1,1,147.919,148.168,,,,,,,,
194,128.6,142.4,16.9,82,1,0,1,0,161.3,1,148.144,148.39,,,,,,,,
195,124.2,149.1,17.7,82,1,0,1,0,161.6,1,148.482,148.722,,,,,,,,
196,125.5,149.5,13.4,82,1,0,1,0,161.6,1,148.482,148.722,,,,,,,,
197,131.4,127.6,17,82,1,0,1,0,162.1,1,149.044,149.276,,,,,,,,
198,136.1,136.2,13.9,82,1,0,1,0,162.5,1,149.495,149.719,,,,,,,,
199,110.6,145.8,11.7,82,1,0,1,0,164.1,1,151.296,151.49,,,,,,,,
200,122.3,154.2,15.9,82,1,0,1,0,164.6,1,151.858,152.044,,,,,,,,
201,134.1,147.1,13.8,82,1,0,1,0,165.1,1,152.421,152.597,,,,,,,,
202,138.3,159.4,9.6,82,1,0,1,0,95.4,0,95.4,95.4,,,,,,,,
203,133.3,162.6,13.4,82,1,0,1,0,100.4,0,100.4,100.4,,,,,,,,
204,149.8,151.5,9,82,1,0,1,0,109.3,0,109.3,109.3,,,,,,,,
205,149.2,118,13.4,82,1,0,1,0,114.6,0,114.6,114.6,,,,,,,,
206,142.5,145.5,18.4,82,1,0,1,0,115.2,0,115.2,115.2,,,,,,,,
207,104.6,148.2,18.4,82,1,0,1,0,115.5,0,115.5,115.5,,,,,,,,
208,127.1,135.9,14.8,82,1,0,1,0,119.5,0,119.5,119.5,,,,,,,,
209,129.8,136.1,16.9,82,1,0,1,0,122,0,122,122,,,,,,,,
210,121.1,128.6,17.7,82,1,0,1,0,126.7,0,126.7,126.7,,,,,,,,
211,119.2,139.8,17.3,82,1,0,1,0,128.7,0,128.7,128.7,,,,,,,,
212,110.9,136.7,17.4,82,1,0,1,0,134.3,0,134.3,134.3,,,,,,,,
213,122.5,135.1,16.9,82,1,0,1,0,137.1,0,137.1,137.1,,,,,,,,
214,119.3,149,11.5,82,1,0,1,0,137.5,0,137.5,137.5,,,,,,,,
215,118.2,163.7,14.8,82,1,0,1,0,137.7,0,137.7,137.7,,,,,,,,
216,137.5,149.8,18.5,82,1,0,1,0,139.3,0,139.3,139.3,,,,,,,,
217,148.9,143.2,16.3,82,1,0,1,0,139.5,0,139.5,139.5,,,,,,,,
218,131.3,143.2,13.9,82,1,0,1,0,139.7,0,139.7,139.7,,,,,,,,
219,126.9,157,12.7,82,1,0,1,0,140.1,0,140.1,140.1,,,,,,,,
220,129.3,152.7,15.5,82,1,0,1,0,140.8,0,140.8,140.8,,,,,,,,
221,144.3,153.6,14.6,82,1,0,1,0,141,0,141,141,,,,,,,,
222,137.2,140.6,17.3,82,1,0,1,0,141.5,0,141.5,141.5,,,,,,,,
223,139,151.7,13.3,82,1,0,1,0,142.1,0,142.1,142.1,,,,,,,,
224,123.3,132,20.3,82,1,0,1,0,142.3,0,142.3,142.3,,,,,,,,
225,138.4,132.5,15.3,82,1,0,1,0,142.4,0,142.4,142.4,,,,,,,,
226,111.7,154.5,12.5,82,1,0,1,0,142.7,0,142.7,142.7,,,,,,,,
227,117.2,143.3,13.3,82,1,0,1,0,143.1,0,143.1,143.1,,,,,,,,
228,142,138.1,15.8,82,1,0,1,0,143.5,0,143.5,143.5,,,,,,,,
229,130,126.7,12,82,1,0,1,0,143.5,0,143.5,143.5,,,,,,,,
230,122.3,132.4,13.1,82,1,0,1,0,143.9,0,143.9,143.9,,,,,,,,
231,114.7,149.3,17.6,82,1,0,1,0,143.9,0,143.9,143.9,,,,,,,,
232,119.3,139.3,19,82,1,0,1,0,144.2,0,144.2,144.2,,,,,,,,
233,131.7,151.5,15.3,82,1,0,1,0,144.3,0,144.3,144.3,,,,,,,,
234,120.3,166.8,12.3,82,1,0,1,0,144.3,0,144.3,144.3,,,,,,,,
235,136.2,126.8,17.3,82,1,0,1,0,144.5,0,144.5,144.5,,,,,,,,
236,154.5,152.1,12.9,82,1,0,1,0,144.9,0,144.9,144.9,,,,,,,,
237,109.5,126.9,18.6,82,1,0,1,0,145,0,145,145,,,,,,,,
238,139.2,145.4,16.9,82,1,0,1,0,145.1,0,145.1,145.1,,,,,,,,
239,108.3,156.3,11.8,82,1,0,1,0,145.3,0,145.3,145.3,,,,,,,,
240,128.5,142.7,19.4,82,1,0,1,0,145.7,0,145.7,145.7,,,,,,,,
241,144.5,132.9,15.2,82,1,0,1,0,145.7,0,145.7,145.7,,,,,,,,
242,123.3,137.9,18.2,82,1,0,1,0,146.1,0,146.1,146.1,,,,,,,,
243,117.7,126.1,12.5,82,1,0,1,0,146.1,0,146.1,146.1,,,,,,,,
244,119.7,160.4,12.2,82,1,0,1,0,146.4,0,146.4,146.4,,,,,,,,
245,113.6,166.2,11.1,82,1,0,1,0,146.6,0,146.6,146.6,,,,,,,,
246,148.2,145.4,14.4,82,1,0,1,0,146.7,0,146.7,146.7,,,,,,,,
247,155.1,144.3,12.1,82,1,0,1,0,146.8,0,146.8,146.8,,,,,,,,
248,131,156.8,11.9,82,1,0,1,0,146.9,0,146.9,146.9,,,,,,,,
249,132.2,131.2,18.7,82,1,0,1,0,147,0,147,147,,,,,,,,
250,144.9,140.8,16.7,82,1,0,1,0,147.1,0,147.1,147.1,,,,,,,,
251,112.5,130.8,16.9,82,1,0,1,0,147.3,0,147.3,147.3,,,,,,,,
252,124.1,149.7,14.2,82,1,0,1,0,147.6,0,147.6,147.6,,,,,,,,
253,113.9,156.7,14.3,82,1,0,1,0,147.7,0,147.7,147.7,,,,,,,,
254,135.5,136.1,14.8,82,1,0,1,0,147.7,0,147.7,147.7,,,,,,,,
255,142.4,150.1,13.4,82,1,0,1,0,147.8,0,147.8,147.8,,,,,,,,
256,121.3,140.7,18.7,82,1,0,1,0,147.9,0,147.9,147.9,,,,,,,,
257,136.7,139.4,13.8,82,1,0,1,0,148,0,148,148,,,,,,,,
258,122,160.1,10.2,82,1,0,1,0,148,0,148,148,,,,,,,,
259,125.6,138.2,14.9,82,1,0,1,0,148.1,0,148.1,148.1,,,,,,,,
260,149.9,148.6,15,82,1,0,1,0,148.2,0,148.2,148.2,,,,,,,,
261,123.3,152,13.2,82,1,0,1,0,148.2,0,148.2,148.2,,,,,,,,
262,133.6,128.2,17.5,82,1,0,1,0,148.4,0,148.4,148.4,,,,,,,,
263,138.8,126.7,15.2,82,1,0,1,0,148.4,0,148.4,148.4,,,,,,,,
264,110.7,142.5,17.7,82,1,0,1,0,148.4,0,148.4,148.4,,,,,,,,
265,111.5,139.7,13.5,82,1,0,1,0,148.5,0,148.5,148.5,,,,,,,,
266,124.8,151.8,13.2,82,1,0,1,0,148.5,0,148.5,148.5,,,,,,,,
267,126.2,141.1,15.9,82,1,0,1,0,148.6,0,148.6,148.6,,,,,,,,
268,138.6,140.7,14.5,82,1,0,1,0,148.7,0,148.7,148.7,,,,,,,,
269,125.2,157.5,12.4,82,1,0,1,0,148.8,0,148.8,148.8,,,,,,,,
270,126.2,143.8,17.8,82,1,0,1,0,148.8,0,148.8,148.8,,,,,,,,
271,145.1,127.7,17.2,82,1,0,1,0,148.9,0,148.9,148.9,,,,,,,,
272,126,155.2,14.7,82,1,0,1,0,149,0,149,149,,,,,,,,
273,110.5,146.9,18.3,82,1,0,1,0,149.3,0,149.3,149.3,,,,,,,,
274,140.5,125,21.1,82,1,0,1,0,149.4,0,149.4,149.4,,,,,,,,
275,128.6,133.5,14.6,82,1,0,1,0,149.6,0,149.6,149.6,,,,,,,,
276,103.9,144.4,13.4,82,1,0,1,0,149.6,0,149.6,149.6,,,,,,,,
277,118.9,154.6,13.2,82,1,0,1,0,149.8,0,149.8,149.8,,,,,,,,
278,131,154.4,15.2,82,1,0,1,0,150,0,150,150,,,,,,,,
279,141.4,138.6,18.8,82,1,0,1,0,150,0,150,150,,,,,,,,
280,139.2,133.7,18.7,82,1,0,1,0,150.2,0,150.2,150.2,,,,,,,,
281,119.8,153.2,13.4,82,1,0,1,0,150.4,0,150.4,150.4,,,,,,,,
282,115,159.1,14.6,82,1,0,1,0,150.6,0,150.6,150.6,,,,,,,,
283,139.8,149.5,14.8,82,1,0,1,0,150.6,0,150.6,150.6,,,,,,,,
284,144.5,144.7,18.6,82,1,0,1,0,150.6,0,150.6,150.6,,,,,,,,
285,134.7,147.3,16.9,82,1,0,1,0,150.6,0,150.6,150.6,,,,,,,,
286,126.1,138.4,17.6,82,1,0,1,0,150.7,0,150.7,150.7,,,,,,,,
287,130.4,136.9,17.7,82,1,0,1,0,150.8,0,150.8,150.8,,,,,,,,
288,120.8,146.6,14.3,82,1,0,1,0,150.9,0,150.9,150.9,,,,,,,,
289,119.2,124.5,18.2,82,1,0,1,0,151.2,0,151.2,151.2,,,,,,,,
290,132.3,144.1,18.4,82,1,0,1,0,151.4,0,151.4,151.4,,,,,,,,
291,106.3,124.4,16.8,82,1,0,1,0,151.5,0,151.5,151.5,,,,,,,,
292,125.7,142.2,13.7,82,1,0,1,0,151.6,0,151.6,151.6,,,,,,,,
293,107.6,134.1,14.6,92,1,1,0,0,151.7,0,151.7,151.7,,,,,,,,
294,128.5,133.8,17.6,92,1,1,0,0,151.8,0,151.8,151.8,,,,,,,,
295,119.5,127.8,15.5,92,1,1,0,0,151.8,0,151.8,151.8,,,,,,,,
296,116.2,132.3,16.7,92,1,1,0,0,152,0,152,152,,,,,,,,
297,112.3,135.6,16.6,92,1,1,0,0,152.2,0,152.2,152.2,,,,,,,,
298,115.6,130.3,16.7,92,1,1,0,0,152.3,0,152.3,152.3,,,,,,,,
299,119,128.7,17.1,92,1,1,0,0,152.5,0,152.5,152.5,,,,,,,,
300,113.6,118.8,6.1,92,1,1,0,0,152.5,0,152.5,152.5,,,,,,,,
301,111.6,133.4,15.9,92,1,1,0,0,152.6,0,152.6,152.6,,,,,,,,
302,112.7,151.6,15.3,92,1,1,0,0,152.7,0,152.7,152.7,,,,,,,,
