Kilometres,Zone,Bonus,Make,Insured,Claims,Payment,Claimfreq,km1,km2,km3,km4,z1,z2,z3,z4,z5,z6,m1,m2,m3,m4,m5,m6,m7,m8
1,2,7,9,55084.54,1744,8500391,0.031660426,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0
1,3,1,1,453.06,72,329632,0.158919348,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
1,3,1,2,67.13,9,79565,0.134068226,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
1,3,1,3,35.22,5,11746,0.141964793,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
1,3,1,4,1653.17,89,338305,0.053835964,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
1,3,1,5,206.62,38,124108,0.183912496,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
1,3,1,6,859.95,64,213078,0.074422932,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
1,3,1,7,110.08,11,34844,0.099927326,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0
1,3,1,8,25.92,5,25319,0.192901235,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0
1,3,1,9,11436.08,1205,5173923,0.105368273,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0
1,3,2,1,317.1,25,90162,0.078839483,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
1,3,2,2,54.58,8,19327,0.146573837,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
1,3,2,3,22.59,3,1209,0.132802125,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
1,3,2,4,1187.43,30,123124,0.025264647,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
1,3,2,5,129.53,13,99258,0.10036285,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
1,3,2,6,617.11,40,137828,0.064818266,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
1,3,2,7,102.5,7,14904,0.068292683,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0
1,3,2,8,21.56,1,597,0.046382189,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0
1,3,2,9,8351.79,425,1937445,0.050887295,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0
1,3,3,1,357.43,18,37835,0.050359511,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
1,3,3,2,62.87,3,5014,0.047717512,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
1,3,3,3,18,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
1,3,3,4,849.23,25,61591,0.029438432,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
1,3,3,5,119.21,6,47495,0.050331348,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
1,3,3,6,463.6,20,53173,0.043140638,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
1,3,3,7,104.36,6,11936,0.057493292,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0
1,3,3,8,14.21,1,31442,0.070372977,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0
1,3,3,9,6540.44,304,1284025,0.046480053,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0
1,3,4,1,338.37,19,136281,0.05615155,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
1,3,4,2,52.49,2,9253,0.038102496,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
1,3,4,3,27.97,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
1,3,4,4,571.94,23,142536,0.040214008,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
1,3,4,5,113.36,6,21433,0.052928723,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
1,3,4,6,406.33,21,131027,0.05168213,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
1,3,4,7,85.15,3,4079,0.035231944,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0
1,3,4,8,16.16,1,1012,0.061881188,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0
1,3,4,9,5123.78,217,994540,0.042351545,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0
1,3,5,1,459.4,16,61958,0.034828037,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
1,3,5,2,73.51,2,5056,0.027207183,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
1,3,5,3,41.51,4,44278,0.096362322,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
1,3,5,4,517.24,8,18455,0.015466708,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
1,3,5,5,136.08,8,28248,0.058788948,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
1,3,5,6,417.71,11,15568,0.02633406,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
1,3,5,7,103.07,1,8347,0.009702144,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0
1,3,5,8,26.11,1,1144,0.038299502,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0
1,3,5,9,5849.14,242,1184032,0.041373604,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0
1,3,6,1,1060.28,43,245621,0.040555325,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
1,3,6,2,124.82,7,12648,0.056080756,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
1,3,6,3,119.17,2,5855,0.016782747,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
1,3,6,4,639.97,12,64278,0.018750879,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
1,3,6,5,307.56,14,90310,0.045519573,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
1,3,6,6,740.33,24,117763,0.032417976,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
1,3,6,7,233.83,7,20303,0.029936278,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0
1,3,6,8,53.41,3,6221,0.056169257,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0
1,3,6,9,10263.04,393,2026554,0.038292748,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0
1,3,7,1,7155.96,197,980780,0.0275295,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
1,3,7,2,999.32,32,168854,0.032021775,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
1,3,7,3,1049.99,19,41459,0.01809541,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
1,3,7,4,3712.23,67,229231,0.018048451,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
1,3,7,5,1862.44,74,388511,0.039732824,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
1,3,7,6,4964,121,622350,0.024375504,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
1,3,7,7,1785.23,58,253660,0.032488811,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0
1,3,7,8,331.45,8,94395,0.02413637,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0
1,3,7,9,65617.47,1865,9884008,0.028422309,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0
1,4,1,1,868.6,115,627513,0.132396961,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
1,4,1,2,122.54,10,113492,0.081606006,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
1,4,1,3,55.08,3,33925,0.054466231,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
1,4,1,4,2751.7,98,578698,0.035614347,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
1,4,1,5,328.36,36,149698,0.109635766,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
1,4,1,6,1730.51,105,604161,0.060675755,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
1,4,1,7,231.91,13,55103,0.056056229,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
1,4,1,8,48.77,4,34267,0.082017634,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0
1,4,1,9,20153.28,1446,6605073,0.071750107,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0
1,4,2,1,622.23,41,300510,0.065892033,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
1,4,2,2,94.03,5,11936,0.053174519,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
1,4,2,3,36.73,2,6387,0.054451402,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
1,4,2,4,2037.95,48,152944,0.02355308,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
1,4,2,5,189.27,17,40047,0.089818777,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
1,4,2,6,1217.01,65,344450,0.053409586,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
1,4,2,7,155.5,16,113524,0.102893891,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
1,4,2,8,27.27,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0
1,4,2,9,14648.2,645,3150912,0.044032714,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0
1,4,3,1,613.17,32,168882,0.052187811,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
1,4,3,2,108.4,5,43676,0.046125461,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
1,4,3,3,37.2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
1,4,3,4,1447.58,25,66208,0.017270203,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
1,4,3,5,168.81,8,30465,0.047390557,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
1,4,3,6,933.44,40,374818,0.042852245,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
1,4,3,7,153.11,5,38157,0.03265626,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
1,4,3,8,32.44,2,8234,0.061652281,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0
1,4,3,9,11314.54,427,2035982,0.037739051,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0
1,4,4,1,573.86,29,214513,0.050534974,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
1,4,4,2,103.82,4,12077,0.038528222,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
1,4,4,3,49.14,2,12947,0.040700041,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
1,4,4,4,970.81,20,77705,0.020601354,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
1,4,4,5,135.49,6,16781,0.044283711,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
1,4,4,6,740.62,25,87155,0.033755502,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
1,4,4,7,123.63,3,11469,0.024265955,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
1,4,4,8,36.98,1,2572,0.027041644,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0
1,4,4,9,8785.71,291,1189357,0.033121967,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0
1,4,5,1,783.1,28,97770,0.035755331,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
1,4,5,2,127.17,7,21026,0.055044429,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
1,4,5,3,86.26,4,15583,0.046371435,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
1,4,5,4,886.11,16,71474,0.018056449,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
1,4,5,5,200.68,14,74804,0.069762806,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
1,4,5,6,825.58,16,76879,0.019380314,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
1,4,5,7,185.36,3,6085,0.016184722,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
1,4,5,8,53.05,1,6827,0.018850141,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0
