Date,Open,High,Low,Close,Volume,Adj Close
2008-06-03,2350.00,2424.90,2313.00,2410.00,3612000,2410.00
2008-06-02,2428.00,2440.00,2340.00,2340.35,2742500,2340.35
2008-05-30,2498.90,2498.90,2390.25,2401.10,3588700,2401.10
2008-05-29,2555.45,2555.45,2445.00,2467.00,4122900,2467.00
2008-05-28,2505.00,2535.00,2471.00,2516.55,2157300,2516.55
2008-05-27,2560.00,2589.80,2480.00,2485.05,1747800,2485.05
2008-05-26,2540.00,2554.85,2502.10,2525.90,2662100,2525.90
2008-05-23,2630.00,2640.00,2550.00,2550.00,2063400,2550.00
2008-05-22,2635.00,2650.00,2597.00,2630.00,2387200,2630.00
2008-05-21,2580.00,2675.00,2550.25,2669.65,3334800,2669.65
2008-05-20,2625.00,2635.00,2574.00,2600.25,1777600,2600.25
2008-05-16,2631.00,2648.00,2603.00,2640.00,1933700,2640.00
2008-05-15,2530.90,2632.70,2530.75,2620.00,2500500,2620.00
2008-05-14,2520.00,2555.05,2480.25,2527.00,2009800,2527.00
2008-05-13,2600.00,2600.00,2488.00,2500.10,2600800,2500.10
2008-05-12,2511.05,2564.10,2477.10,2555.00,2761100,2555.00
2008-05-09,2665.50,2673.65,2510.00,2534.30,3507600,2534.30
2008-05-08,2680.00,2686.00,2652.60,2665.00,1894200,2665.00
2008-05-07,2700.00,2700.00,2624.00,2689.05,2549300,2689.05
2008-05-06,2600.00,2682.00,2600.00,2645.25,2103000,2645.25
2008-05-05,2675.10,2709.00,2650.00,2670.00,2103800,2670.00
2008-05-02,3026.00,3026.00,2629.00,2679.00,2409500,2679.00
2008-04-30,2650.00,2675.00,2606.60,2608.00,2737500,2608.00
2008-04-29,2580.00,2675.00,2580.00,2661.00,2486500,2661.00
2008-04-28,2631.00,2645.00,2582.55,2590.00,2041900,2590.00
2008-04-25,2590.00,2634.00,2562.00,2626.00,3370500,2626.00
2008-04-24,2600.00,2600.00,2556.35,2570.00,3303900,2570.00
2008-04-23,2612.00,2632.00,2568.00,2574.80,3176200,2574.80
2008-04-22,2601.00,2675.00,2597.15,2600.85,2872700,2600.85
2008-04-21,2629.70,2680.00,2622.10,2645.00,2114300,2645.00
2008-04-17,2680.20,2718.00,2620.50,2635.20,2506800,2635.20
2008-04-16,2620.05,2666.00,2615.30,2649.90,3601900,2649.90
2008-04-15,2514.90,2637.00,2486.35,2620.00,4266800,2620.00
2008-04-11,2540.00,2567.00,2465.50,2548.55,4286700,2548.55
2008-04-10,2425.00,2519.40,2406.00,2465.00,3666600,2465.00
2008-04-09,2355.00,2431.80,2351.05,2425.50,2281900,2425.50
2008-04-08,2400.00,2422.85,2359.95,2371.00,2819700,2371.00
2008-04-07,2256.25,2429.70,2256.25,2405.00,2632800,2405.00
2008-04-04,2385.00,2414.90,2311.70,2320.10,2486200,2320.10
2008-04-03,2350.00,2418.00,2346.00,2392.60,1977700,2392.60
2008-04-02,2395.00,2452.80,2330.00,2340.90,3664600,2340.90
2008-04-01,2299.00,2375.00,2243.50,2333.00,3063800,2333.00
2008-03-31,2305.00,2335.00,2250.10,2252.70,3096500,2252.70
2008-03-28,2334.00,2367.90,2231.65,2345.00,3944400,2345.00
2008-03-27,2290.00,2314.00,2244.00,2300.10,4148300,2300.10
2008-03-26,2334.00,2336.05,2270.55,2300.00,2331700,2300.00
2008-03-25,2215.00,2324.95,2215.00,2322.00,3115000,2322.00
2008-03-19,2250.00,2345.00,2145.15,2150.00,3399700,2150.00
2008-03-18,2249.80,2249.80,2120.00,2135.00,3965400,2135.00
2008-03-14,2250.00,2339.90,2230.30,2338.35,2736400,2338.35
2008-03-13,2290.00,2325.00,2201.60,2255.10,4050800,2255.10
2008-03-12,2418.80,2428.40,2360.00,2360.00,3195900,2360.00
2008-03-11,2250.00,2355.00,2204.40,2342.00,3666300,2342.00
2008-03-10,2210.90,2288.80,2122.35,2269.65,5243300,2269.65
2008-03-07,2278.70,2278.70,2166.25,2230.00,3323900,2230.00
2008-03-05,2240.10,2320.00,2227.10,2314.00,2937100,2314.00
2008-03-04,2320.00,2338.00,2210.00,2258.00,4554600,2258.00
2008-03-03,2399.80,2399.80,2289.55,2320.00,3028700,2320.00
2008-02-29,2552.00,2552.00,2410.00,2433.80,3336900,2433.80
2008-02-28,2580.00,2600.00,2516.70,2540.00,2821800,2540.00
2008-02-27,2605.00,2638.00,2570.05,2584.10,2665400,2584.10
2008-02-26,2564.90,2586.00,2532.10,2566.15,1461900,2566.15
2008-02-25,2495.00,2565.00,2410.05,2545.40,1853500,2545.40
2008-02-22,2442.30,2480.00,2415.00,2419.00,1982600,2419.00
2008-02-21,2510.00,2541.00,2461.40,2502.00,1607400,2502.00
2008-02-20,2500.20,2550.00,2462.00,2480.95,2207600,2480.95
2008-02-19,2590.00,2618.00,2530.00,2530.00,1608600,2530.00
2008-02-18,2600.00,2615.00,2538.00,2551.95,1304600,2551.95
2008-02-15,2504.90,2600.00,2466.00,2590.30,2152500,2590.30
2008-02-14,2450.00,2533.00,2450.00,2525.00,2879400,2525.00
2008-02-13,2370.00,2468.95,2350.05,2415.70,4747700,2415.70
2008-02-12,2281.00,2420.00,2257.00,2319.00,4073500,2319.00
2008-02-11,2414.00,2414.00,2235.00,2257.00,4760500,2257.00
2008-02-08,2435.10,2468.00,2390.00,2407.50,3160300,2407.50
2008-02-07,2520.00,2580.00,2407.10,2428.00,3133500,2428.00
2008-02-06,2559.90,2570.00,2501.30,2548.00,2201700,2548.00
2008-02-05,2600.00,2634.00,2566.30,2634.00,1731600,2634.00
2008-02-04,2536.00,2642.00,2536.00,2590.00,2950300,2590.00
2008-02-01,2490.00,2560.25,2420.00,2534.75,2109400,2534.75
2008-01-31,2472.00,2569.70,2371.00,2495.00,5649200,2495.00
2008-01-30,2545.20,2598.00,2453.00,2470.00,2497700,2470.00
2008-01-29,2645.00,2645.00,2540.35,2569.00,1988500,2569.00
2008-01-28,2565.00,2594.70,2430.00,2567.00,3025400,2567.00
2008-01-25,2575.00,2625.00,2525.00,2612.45,2996400,2612.45
2008-01-24,2590.00,2645.00,2435.00,2490.00,4882400,2490.00
2008-01-23,2420.00,2825.00,2400.00,2560.00,7329300,2560.00
2008-01-22,2352.25,2488.00,2120.00,2360.70,8766200,2360.70
2008-01-21,2779.80,2779.80,2345.25,2558.00,8279500,2558.00
2008-01-18,2975.00,2975.00,2780.00,2800.00,5794400,2800.00
2008-01-17,3159.00,3159.00,2976.15,2977.00,4791200,2977.00
2008-01-16,3110.00,3145.00,3025.00,3121.00,5554600,3121.00
2008-01-15,3298.00,3298.00,3141.30,3156.00,3798600,3156.00
2008-01-14,3159.00,3240.00,3126.00,3223.00,2761300,3223.00
2008-01-11,3079.50,3140.00,3025.00,3140.00,5031300,3140.00
2008-01-10,3035.00,3097.50,3015.00,3025.05,4107100,3025.05
2008-01-09,3047.65,3070.00,3012.35,3034.00,2522200,3034.00
2008-01-08,3050.50,3084.00,3000.00,3055.00,4907800,3055.00
2008-01-07,2974.80,3030.00,2960.00,3020.60,3132900,3020.60
2008-01-04,2904.00,3019.80,2904.00,2980.10,4053100,2980.10
2008-01-03,2852.00,2930.00,2830.25,2904.10,3452000,2904.10
2008-01-02,2855.00,2884.00,2811.30,2863.50,3117400,2863.50
2008-01-01,2890.00,2899.00,2835.10,2853.00,1204600,2853.00
