Seq,ID,Gender,Monetary,Recency,Frq,FirstPurch,ChildBks,YouthBks,CookBks,DoItYBks,RefBks,ArtBks,GeogBks,ItalCook,ItalAtlas,ItalArt,Florence,RelatedPurchase
3012,24897,0,97,12,1,12,0,0,0,0,0,1,0,0,0,0,0,1
3422,28336,0,297,2,2,6,0,0,0,0,0,0,0,0,0,0,0,0
2318,19016,0,161,14,1,14,0,1,0,0,0,1,0,0,0,0,0,1
1442,11994,0,293,12,2,14,1,0,0,0,0,0,0,0,0,0,0,0
1609,13327,0,161,6,2,10,0,0,0,0,0,2,2,0,0,0,0,4
2971,24588,0,110,10,1,10,0,0,0,0,0,0,0,0,0,0,0,0
1258,10552,1,364,2,9,42,1,1,0,2,0,0,0,0,0,0,0,0
2870,23677,1,225,32,2,40,0,1,0,0,0,1,0,0,0,0,0,1
2300,18897,1,328,10,2,12,0,0,0,0,0,0,0,1,0,0,0,1
3571,29643,1,63,6,2,10,0,0,0,0,0,0,0,0,0,0,0,0
963,7943,1,302,2,1,2,0,0,0,0,0,0,0,0,0,0,1,0
59,450,1,148,22,3,30,1,0,2,0,0,0,0,0,0,0,0,0
3566,29624,1,271,14,3,22,0,1,1,0,0,0,0,0,0,0,0,0
2110,17419,0,202,10,4,26,1,0,0,1,0,2,0,0,0,0,0,2
3027,25059,1,177,6,2,14,1,0,0,0,0,1,0,0,0,0,0,1
3149,25979,1,130,30,1,30,0,0,0,0,0,0,1,0,0,0,0,1
3890,32092,1,139,12,1,12,0,0,0,0,0,0,0,0,0,0,0,0
352,3067,0,158,32,2,34,0,0,1,1,0,0,0,0,0,0,0,0
2109,17415,1,244,4,1,4,0,0,0,0,0,2,0,0,0,0,0,2
2487,20458,1,149,4,2,12,0,0,0,0,0,0,1,0,0,0,1,1
3759,31188,0,195,6,2,14,1,0,0,0,0,0,0,0,0,0,1,0
2923,24112,1,176,32,6,68,0,0,2,2,0,0,0,0,1,0,0,1
1609,13327,0,161,6,2,10,0,0,0,0,0,2,2,0,0,0,0,4
511,4653,0,258,28,7,60,0,1,1,1,0,1,3,1,0,1,1,6
2598,21544,1,318,10,2,14,0,0,1,0,0,1,1,0,0,0,0,2
2118,17489,1,212,10,6,22,1,0,0,0,2,0,1,0,0,0,0,1
2939,24304,0,249,32,2,40,0,0,1,0,1,0,1,0,0,0,0,1
440,3943,1,198,8,2,12,0,0,0,0,0,0,0,0,0,0,0,0
1443,11996,1,163,28,2,32,1,0,0,0,0,1,0,0,0,0,0,1
289,2532,1,146,14,2,18,0,1,1,0,0,0,0,0,0,0,0,0
3527,29284,1,114,12,1,12,0,0,0,0,0,1,0,0,0,0,0,1
3190,26266,0,242,10,11,62,0,0,3,1,3,1,0,0,0,0,0,1
3174,26169,1,95,20,1,20,0,0,0,0,0,0,1,0,0,0,0,1
129,1101,1,257,2,1,2,0,0,0,0,0,0,0,0,0,0,0,0
2541,20980,0,121,4,2,12,0,0,0,0,0,0,0,0,0,0,0,0
428,3779,1,193,12,1,12,0,0,0,0,0,0,0,0,0,0,0,0
2031,16805,1,216,16,6,48,2,0,1,1,0,0,0,0,0,0,1,0
2683,22250,1,228,12,1,12,0,0,0,0,0,0,0,0,0,0,0,0
2856,23603,1,90,22,1,22,1,0,0,0,0,1,0,0,0,0,0,1
1442,11994,0,293,12,2,14,1,0,0,0,0,0,0,0,0,0,0,0
1337,11113,1,101,16,2,22,0,0,1,0,1,0,0,0,0,0,0,0
1683,13896,1,158,14,1,14,0,0,1,0,0,0,2,0,0,0,0,2
3489,28967,1,360,30,9,74,1,2,3,0,1,0,1,0,0,0,0,1
2521,20777,1,90,12,2,14,0,0,1,0,0,0,0,0,0,0,0,0
213,1825,1,432,12,11,76,3,2,2,0,0,1,2,0,0,0,0,3
1843,15184,1,262,10,2,12,0,0,0,0,0,0,0,0,0,0,0,0
3277,27010,1,141,16,3,24,1,0,2,0,0,0,0,0,0,0,0,0
3033,25132,1,111,2,1,2,0,0,0,0,0,0,0,0,0,0,0,0
3254,26782,0,257,4,11,30,0,2,2,0,1,0,0,0,0,0,0,0
3144,25942,1,49,10,1,10,0,0,0,0,0,0,0,0,0,0,0,0
1420,11817,1,219,8,1,8,0,0,0,0,0,0,0,0,0,0,0,0
2672,22148,1,368,24,11,74,2,1,1,1,0,0,2,0,0,0,0,2
3316,27316,1,258,14,1,14,0,0,1,0,0,0,2,0,0,0,0,2
652,5828,1,203,14,1,14,0,1,0,0,0,0,0,0,0,0,0,0
1101,9230,0,219,14,5,40,2,1,1,0,0,0,1,0,0,0,0,1
2440,20050,0,161,4,1,4,0,0,0,0,0,0,0,0,0,0,0,0
1210,10131,0,247,14,3,22,1,0,1,0,0,1,0,0,0,0,0,1
3513,29153,0,228,10,1,10,0,0,0,0,0,0,0,0,0,0,0,0
3477,28871,0,53,22,3,32,2,0,0,0,0,0,0,0,0,0,0,0
3338,27520,0,217,14,2,16,1,0,1,0,0,1,0,0,0,0,0,1
66,553,1,126,16,8,48,2,1,1,2,0,0,2,1,0,0,0,3
1342,11138,1,292,12,1,12,0,0,0,0,0,0,0,0,0,0,0,0
881,7332,1,246,22,2,24,0,1,1,0,0,0,0,0,0,0,0,0
595,5383,0,175,16,2,20,1,0,0,1,0,0,0,0,0,0,0,0
2903,23925,1,284,2,1,2,0,0,0,0,0,1,1,0,0,0,0,2
464,4173,1,128,18,2,24,0,0,1,0,0,1,0,0,0,0,0,1
3110,25688,0,275,24,3,34,1,0,0,0,1,0,0,0,0,0,0,0
1668,13780,1,108,8,2,14,0,1,0,0,0,1,0,0,0,0,0,1
2501,20597,0,114,30,2,32,1,1,0,0,0,0,0,0,0,0,0,0
2694,22335,0,142,10,4,26,0,0,1,1,0,0,0,0,0,0,0,0
45,353,0,317,10,3,28,0,0,0,0,0,1,1,0,0,0,0,2
1021,8423,1,103,22,2,26,0,0,1,0,0,1,0,0,0,0,0,1
3004,24868,1,166,6,3,20,0,0,0,0,0,1,0,0,0,0,0,1
2,29,0,128,8,2,10,0,0,0,0,0,0,0,0,0,0,0,0
2288,18751,0,347,36,6,54,1,0,4,0,0,0,0,1,0,1,0,2
260,2263,0,243,4,1,4,0,0,0,0,0,0,0,0,0,0,0,0
1357,11315,0,316,26,8,72,1,1,1,1,1,2,1,0,0,0,1,3
2134,17634,1,199,32,2,34,0,2,0,0,0,0,1,0,0,0,0,1
1349,11234,0,337,10,10,66,3,1,2,0,0,1,2,0,0,0,0,3
2462,20212,1,208,8,1,8,0,0,0,0,0,1,0,0,0,0,0,1
3186,26250,1,275,4,11,40,1,0,3,0,1,0,0,0,0,0,1,0
1998,16548,1,328,4,5,18,0,0,1,0,0,0,1,0,0,0,0,1
3451,28600,0,203,4,4,22,1,0,0,1,0,0,0,0,0,0,0,0
1321,10978,1,294,10,3,22,0,0,1,1,0,0,0,0,0,0,0,0
2595,21471,1,206,14,1,14,0,0,0,1,0,0,1,0,0,0,0,1
253,2213,0,212,16,5,38,1,0,1,2,0,0,1,1,0,0,1,2
2451,20109,0,72,2,2,4,0,0,0,0,0,3,0,0,0,0,0,3
2351,19281,1,232,8,7,48,2,1,1,0,0,0,0,0,0,0,0,0
2133,17633,1,133,34,2,38,0,0,1,0,0,0,0,2,0,0,0,2
595,5383,0,175,16,2,20,1,0,0,1,0,0,0,0,0,0,0,0
882,7333,1,233,2,2,8,0,0,0,0,0,0,0,0,0,0,0,0
3723,30969,1,202,8,1,8,0,0,0,0,0,0,0,0,0,0,0,0
3629,30108,1,157,2,3,16,1,0,0,0,0,0,0,0,0,0,0,0
2536,20937,1,110,14,1,14,0,0,0,1,0,0,0,0,0,0,0,0
1733,14287,1,257,8,8,26,0,1,0,2,0,0,0,0,0,0,0,0
3360,27751,1,309,6,1,6,0,0,0,0,0,0,0,1,0,0,0,1
3288,27115,1,125,4,1,4,0,0,0,0,0,1,0,0,0,0,0,1
399,3609,1,243,4,1,4,0,0,0,0,0,0,0,0,0,0,0,0
1796,14830,1,372,12,7,48,1,1,1,2,1,0,1,0,0,1,0,2
2481,20418,1,397,22,10,72,5,1,2,0,0,0,0,1,0,0,0,1
2247,18507,1,183,14,2,22,0,0,0,1,0,0,0,0,0,0,1,0
1120,9423,1,193,8,6,20,0,1,2,1,0,0,0,0,0,0,0,0
629,5676,1,277,8,1,8,0,0,0,0,0,0,0,0,0,0,0,0
1678,13855,0,244,8,2,14,0,0,0,1,0,0,0,0,0,0,0,0
3146,25948,0,58,10,1,10,0,0,0,0,0,2,0,0,0,0,0,2
3943,32505,1,119,10,1,10,0,0,0,0,0,0,0,0,0,0,0,0
2555,21101,1,86,6,3,14,0,0,0,0,0,1,0,0,0,0,0,1
629,5676,1,277,8,1,8,0,0,0,0,0,0,0,0,0,0,0,0
529,4796,1,372,30,11,60,4,1,3,1,1,1,0,1,1,1,0,4
2143,17726,0,319,10,2,12,0,0,0,0,0,0,1,0,0,0,0,1
3103,25614,1,360,12,8,60,1,0,4,1,0,1,0,1,0,0,0,2
3432,28404,1,173,18,1,18,0,0,0,0,1,0,0,1,0,0,0,1
54,436,0,310,22,5,32,1,1,0,1,0,2,0,0,0,0,0,2
1997,16546,1,166,12,2,20,0,0,0,1,0,0,1,1,0,0,0,2
755,6496,0,318,2,3,14,0,0,0,0,0,1,0,0,0,0,0,1
3403,28155,0,126,16,1,16,0,1,0,0,0,0,0,0,0,0,0,0
2828,23400,0,215,12,2,16,1,0,0,0,0,0,0,0,0,0,0,0
2940,24309,0,267,8,1,8,0,0,0,0,0,0,0,0,0,0,0,0
3463,28752,1,204,6,2,14,0,1,0,0,0,0,1,0,0,0,0,1
3148,25972,1,139,28,2,30,1,1,0,0,0,0,0,0,0,0,0,0
3291,27150,0,36,16,1,16,1,0,0,0,0,0,0,0,0,0,0,0
866,7230,1,161,4,1,4,0,0,0,0,0,0,0,0,0,0,0,0
924,7699,1,319,16,5,32,0,1,1,0,0,1,2,0,0,0,1,3
1382,11550,0,319,22,11,50,2,1,1,4,1,1,1,0,0,0,0,2
1403,11697,1,289,12,12,60,1,2,3,1,2,1,1,0,0,0,0,2
1598,13244,0,254,18,1,18,0,0,0,0,0,0,0,0,0,0,0,0
2746,22736,1,150,30,5,42,1,0,1,1,2,3,0,0,0,0,0,3
1490,12384,0,252,14,2,16,1,0,1,0,0,0,0,0,0,0,0,0
2393,19601,1,381,8,8,26,2,0,1,1,1,0,1,0,0,0,0,1
1899,15723,1,183,12,2,16,1,0,0,0,0,0,0,0,0,0,0,0
2631,21848,1,253,12,2,16,1,0,0,0,0,0,0,0,0,0,0,0
1431,11896,1,429,14,11,74,2,1,3,2,1,1,1,0,0,0,0,2
3922,32305,0,239,16,2,24,0,0,2,0,0,0,2,0,0,0,1,2
3504,29083,0,337,4,12,36,3,0,3,1,1,0,2,0,0,0,0,2
3025,25018,0,34,12,1,12,0,0,0,0,0,0,0,0,0,0,0,0
2811,23286,1,171,12,1,12,0,0,0,0,0,0,0,1,0,0,0,1
1673,13829,1,218,6,1,6,0,0,0,0,0,0,0,0,0,0,0,0
2417,19881,1,178,4,2,8,0,0,0,0,0,0,3,0,0,0,0,3
1490,12384,0,252,14,2,16,1,0,1,0,0,0,0,0,0,0,0,0
894,7455,1,233,16,2,18,0,0,0,1,0,0,1,0,0,0,0,1
1756,14459,1,206,8,1,8,0,0,0,0,0,1,2,0,0,0,0,3
2094,17309,1,280,26,3,42,0,0,0,0,0,0,0,0,0,0,0,0
281,2473,1,45,26,2,34,2,0,0,0,0,0,0,0,0,0,0,0
293,2594,1,131,8,6,30,0,1,1,1,0,0,0,0,0,0,0,0
