Seq,ID,Gender,Monetary,Recency,Frq,FirstPurch,ChildBks,YouthBks,CookBks,DoItYBks,RefBks,ArtBks,GeogBks,ItalCook,ItalAtlas,ItalArt,Florence,RelatedPurchase
2022,16712,1,226,20,10,80,2,1,5,0,1,0,0,0,0,0,1,0
2419,19886,0,304,12,8,30,0,1,2,1,0,0,0,0,0,0,0,0
1875,15482,1,102,8,2,10,0,0,0,0,0,0,0,0,0,0,0,0
820,6911,1,59,16,1,16,0,0,0,1,0,0,0,0,0,0,1,0
3174,26169,1,95,20,1,20,0,0,0,0,0,0,1,0,0,0,0,1
595,5383,0,175,16,2,20,1,0,0,1,0,0,0,0,0,0,0,0
2229,18365,1,170,14,2,22,1,1,0,0,0,0,1,0,0,0,0,1
1606,13306,0,147,36,2,42,0,0,1,0,0,0,0,0,0,0,0,0
1224,10238,1,247,14,12,64,2,0,2,1,1,0,5,1,0,0,0,6
1743,14352,1,277,12,6,44,2,0,1,1,0,0,0,0,0,0,0,0
3664,30469,1,278,8,9,28,0,1,2,2,0,0,1,0,1,0,0,2
2001,16586,0,291,6,1,6,0,0,0,0,0,0,1,0,0,0,0,1
2120,17496,0,389,16,9,60,0,1,5,1,1,0,2,0,0,0,0,2
805,6818,1,260,6,7,38,1,0,4,1,0,0,0,0,0,0,0,0
69,565,0,294,10,3,20,0,1,0,0,1,0,0,0,0,0,0,0
663,5897,1,194,30,1,30,1,0,0,0,0,0,0,0,0,0,0,0
2568,21194,1,445,16,12,68,4,2,1,1,1,0,0,0,0,0,0,0
3539,29411,1,164,2,2,6,0,0,0,0,0,1,0,0,0,0,0,1
380,3340,1,26,16,1,16,0,0,0,0,1,0,0,0,0,0,0,0
645,5778,1,117,34,1,34,0,0,1,0,0,0,0,0,0,0,0,0
2944,24361,1,251,16,1,16,0,0,1,0,0,0,0,0,0,0,1,0
3537,29390,1,184,14,6,46,0,0,3,1,1,1,0,0,0,0,0,1
3848,31755,1,133,16,2,20,0,0,0,1,0,0,0,0,0,0,0,0
2823,23361,0,286,10,2,16,1,0,0,0,0,0,0,0,0,0,0,0
143,1170,0,163,14,1,14,0,0,0,0,0,0,0,0,0,0,0,0
3694,30718,0,110,12,1,12,0,0,0,0,0,0,0,0,0,0,0,0
3394,28067,1,155,4,4,24,0,0,1,0,0,0,0,0,0,0,0,0
3510,29134,0,256,14,10,64,2,2,3,0,0,0,0,0,0,0,0,0
826,6940,1,65,12,2,14,1,0,0,0,0,0,0,0,0,0,0,0
3362,27766,1,181,10,1,10,0,0,0,0,0,0,0,0,0,0,1,0
3614,30004,0,275,26,12,64,3,0,3,1,1,0,0,1,0,0,0,1
816,6890,1,219,12,1,12,0,0,0,0,0,0,0,0,0,0,0,0
2923,24112,1,176,32,6,68,0,0,2,2,0,0,0,0,1,0,0,1
772,6635,0,260,2,1,2,0,0,0,0,0,0,0,0,0,0,0,0
835,6990,1,49,2,1,2,0,0,0,0,0,0,0,0,0,0,0,0
1813,14948,0,308,26,2,34,1,0,0,0,0,0,0,0,0,0,1,0
3696,30732,1,161,14,3,26,0,0,1,1,0,0,0,0,0,0,0,0
932,7733,1,158,2,2,8,0,0,0,0,0,0,0,0,0,0,0,0
2031,16805,1,216,16,6,48,2,0,1,1,0,0,0,0,0,0,1,0
2673,22150,0,439,2,10,22,1,0,0,0,0,0,0,0,0,0,0,0
1857,15307,0,112,8,2,16,0,0,1,0,0,0,0,0,0,0,0,0
3413,28221,0,253,6,1,6,0,0,0,0,0,1,2,0,0,0,1,3
2794,23119,1,307,14,2,22,1,0,1,0,0,0,0,0,0,0,0,0
334,2959,1,311,10,1,10,0,0,0,0,0,0,0,0,0,0,0,0
1463,12149,0,267,10,9,34,2,0,2,1,1,0,2,0,0,0,1,2
3668,30503,1,459,16,12,58,3,1,1,2,2,0,4,0,0,1,0,5
1495,12424,1,23,10,1,10,0,0,0,0,0,0,0,0,0,0,0,0
1058,8774,1,192,18,4,36,0,0,3,0,1,0,0,0,0,0,0,0
911,7588,1,300,10,3,18,1,0,0,0,0,0,1,0,0,0,0,1
2288,18751,0,347,36,6,54,1,0,4,0,0,0,0,1,0,1,0,2
2537,20945,1,152,36,2,44,1,0,1,0,0,0,0,0,0,0,0,0
1878,15501,1,183,14,1,14,1,0,0,0,0,0,0,0,0,0,0,0
464,4173,1,128,18,2,24,0,0,1,0,0,1,0,0,0,0,0,1
3890,32092,1,139,12,1,12,0,0,0,0,0,0,0,0,0,0,0,0
2476,20371,1,192,12,11,48,1,2,1,0,0,0,0,0,0,0,0,0
404,3656,1,168,16,2,24,1,0,1,0,0,0,0,1,0,0,0,1
607,5454,1,128,20,2,24,1,0,1,0,0,0,0,0,0,0,0,0
1974,16366,1,258,10,9,56,2,1,0,2,1,0,1,0,0,0,0,1
1437,11960,1,43,2,2,4,0,0,0,0,0,0,0,0,0,0,1,0
581,5246,1,423,12,10,34,2,1,2,0,4,0,0,1,1,0,0,2
3786,31316,1,401,12,8,50,1,1,2,1,0,0,2,0,0,0,0,2
3482,28909,1,178,20,8,56,1,2,0,2,0,0,0,0,0,0,0,0
2051,16955,0,278,12,1,12,0,0,0,0,0,0,0,0,0,0,0,0
3098,25590,1,114,28,1,28,0,0,1,0,0,3,0,0,0,0,0,3
2658,22036,1,124,16,8,46,2,1,3,1,1,0,0,0,0,0,0,0
2604,21588,1,111,4,2,8,0,0,0,0,0,0,0,0,0,0,0,0
2244,18466,1,51,10,1,10,0,0,0,0,0,0,0,0,0,0,0,0
3530,29325,1,197,16,1,16,0,0,0,0,0,0,0,0,0,0,0,0
1478,12272,1,298,8,1,8,0,0,0,0,0,0,0,0,0,0,0,0
2601,21577,1,51,8,1,8,0,0,0,0,0,0,0,0,0,0,1,0
1356,11314,1,298,10,1,10,0,0,0,0,0,0,0,0,0,0,0,0
1932,16010,1,249,12,1,12,0,0,0,0,0,0,1,0,0,0,0,1
1392,11610,1,196,16,4,32,1,2,1,0,0,0,0,0,0,0,0,0
3917,32261,1,130,22,4,36,1,0,1,0,0,0,1,0,0,0,1,1
866,7230,1,161,4,1,4,0,0,0,0,0,0,0,0,0,0,0,0
3550,29475,1,358,10,8,48,0,2,2,0,0,0,3,0,0,0,0,3
975,8016,0,196,18,2,22,0,0,1,0,0,1,0,0,0,1,0,2
1373,11486,1,193,14,2,18,1,1,0,0,0,0,0,0,0,0,0,0
1889,15625,1,36,6,2,12,0,0,0,0,0,1,0,0,0,0,0,1
477,4345,1,263,14,7,42,1,1,2,0,1,0,1,1,1,0,0,3
2594,21467,1,249,24,2,28,1,0,0,1,0,0,1,0,0,0,1,1
1120,9423,1,193,8,6,20,0,1,2,1,0,0,0,0,0,0,0,0
194,1671,0,250,12,12,36,1,1,3,2,1,3,0,1,1,1,1,6
1792,14810,1,274,8,9,32,2,0,3,0,1,0,0,0,0,0,0,0
856,7122,0,364,10,5,24,1,0,1,0,0,0,1,0,0,0,1,1
1335,11097,1,305,30,1,30,0,0,0,0,1,0,0,0,0,0,0,0
3216,26499,1,93,10,4,26,0,0,0,0,0,0,0,0,0,0,0,0
2410,19786,1,83,16,1,16,0,1,0,0,0,0,0,1,0,0,0,1
2940,24309,0,267,8,1,8,0,0,0,0,0,0,0,0,0,0,0,0
983,8090,0,180,8,2,12,0,0,0,0,0,0,0,0,0,0,0,0
1786,14731,0,192,12,4,22,1,0,0,1,1,0,0,0,0,0,0,0
167,1371,1,295,32,2,40,2,0,0,0,0,0,0,0,0,0,0,0
3581,29727,1,157,2,6,18,1,0,2,0,0,0,0,0,0,0,0,0
1177,9839,0,303,12,1,12,0,0,0,0,0,0,0,0,0,0,1,0
846,7078,1,388,12,8,54,2,1,1,0,1,1,1,0,0,0,0,2
2998,24822,0,37,12,1,12,0,0,0,0,0,3,0,0,0,0,0,3
2640,21913,1,183,16,5,36,1,0,3,0,0,0,2,0,0,0,0,2
2279,18681,1,31,10,1,10,0,0,0,0,0,0,0,0,0,0,0,0
3795,31377,1,24,2,1,2,0,0,0,0,0,0,0,0,0,0,0,0
1907,15787,0,309,18,2,20,1,0,0,1,0,0,0,0,0,0,0,0
1609,13327,0,161,6,2,10,0,0,0,0,0,2,2,0,0,0,0,4
2620,21756,1,350,12,12,56,2,2,0,2,0,1,2,0,0,0,0,3
1148,9676,0,263,16,1,16,0,0,1,0,0,0,0,0,0,0,0,0
309,2731,1,267,12,6,38,1,2,1,0,1,0,0,1,1,0,0,2
61,477,0,123,12,2,16,1,0,0,0,0,0,0,0,0,0,1,0
1839,15158,1,322,30,2,36,1,0,0,0,0,1,0,0,0,0,0,1
1142,9634,0,215,14,1,14,0,0,1,0,0,0,0,0,0,0,0,0
1914,15858,0,148,26,2,30,0,0,2,0,0,0,0,0,0,0,0,0
735,6325,1,323,12,2,18,0,0,1,0,0,0,0,0,0,0,0,0
1992,16507,0,44,10,1,10,0,0,0,0,0,1,0,0,0,0,0,1
2426,19965,1,73,34,1,34,0,0,0,0,0,2,0,0,0,0,0,2
795,6736,0,325,8,3,16,0,0,0,0,0,0,1,0,0,0,0,1
3730,31021,1,115,8,1,8,0,0,0,0,0,0,1,0,0,0,0,1
1423,11865,1,370,14,12,68,2,1,3,2,0,1,2,0,0,0,0,3
882,7333,1,233,2,2,8,0,0,0,0,0,0,0,0,0,0,0,0
188,1552,1,178,14,1,14,0,1,0,0,0,0,0,0,0,0,0,0
1136,9586,0,258,20,1,20,0,0,0,0,0,0,1,0,0,0,0,1
3970,32708,1,36,10,1,10,0,0,0,0,0,2,0,0,0,0,0,2
1765,14557,1,186,10,2,16,1,0,0,0,0,2,1,0,0,0,0,3
1398,11652,1,25,30,1,30,0,0,0,0,0,0,1,0,0,0,0,1
3355,27708,1,283,28,5,56,2,0,2,0,1,0,1,0,0,0,0,1
1020,8418,1,366,34,6,56,1,1,2,0,0,0,2,1,0,0,0,3
3900,32156,1,53,16,2,22,0,1,1,0,0,0,0,0,0,0,0,0
1660,13745,1,42,12,2,16,0,0,1,0,0,0,0,1,0,0,0,1
1717,14193,1,95,6,1,6,0,0,0,0,0,1,0,0,0,0,0,1
254,2226,1,124,16,2,22,2,0,0,0,0,0,0,0,0,0,0,0
2958,24457,1,102,20,2,26,1,0,0,0,0,2,0,0,0,0,0,2
1987,16476,1,68,10,1,10,0,0,0,0,0,0,0,0,0,0,0,0
3437,28493,0,306,18,2,24,1,0,0,0,0,0,0,1,0,0,0,1
1473,12244,0,403,10,9,46,1,1,2,1,0,2,1,0,0,0,1,3
705,6167,1,280,6,1,6,0,0,0,0,0,0,0,0,0,0,0,0
1503,12503,1,230,20,2,24,0,0,0,0,0,0,1,1,0,0,0,2
929,7721,0,42,6,2,10,0,0,0,0,0,0,0,0,0,0,1,0
787,6718,1,223,8,4,20,0,0,2,0,0,0,0,1,0,0,0,1
2895,23882,0,309,10,12,80,3,1,3,1,1,0,0,0,0,0,0,0
3878,31997,0,182,4,11,44,3,0,1,0,2,0,0,1,0,0,0,1
379,3338,1,189,14,1,14,1,0,0,0,0,0,0,0,0,0,0,0
3939,32437,0,39,28,2,30,1,0,0,0,0,0,0,1,0,0,1,1
2746,22736,1,150,30,5,42,1,0,1,1,2,3,0,0,0,0,0,3
152,1253,0,285,12,2,14,1,0,0,0,0,0,0,0,0,0,0,0
3817,31522,1,298,26,2,28,1,0,0,0,0,0,0,0,0,0,0,0
2116,17464,0,189,14,1,14,0,0,1,0,0,0,1,0,0,0,0,1
1199,10037,1,200,4,2,10,0,0,0,0,0,0,0,0,0,0,0,0
1080,9037,1,108,22,7,60,1,1,0,3,0,1,1,0,0,0,0,2
2648,21974,1,276,16,2,18,1,0,0,1,0,0,1,0,0,0,0,1
105,903,0,64,6,2,8,0,0,0,0,0,0,0,0,0,0,0,0
1869,15416,1,219,10,2,14,0,0,1,0,0,0,0,0,0,0,0,0
2975,24623,1,25,16,1,16,0,0,0,1,0,0,0,0,0,0,0,0
3813,31486,1,73,6,1,6,0,0,0,0,0,0,0,0,0,0,0,0
2740,22719,1,261,14,1,14,0,0,0,0,0,0,1,0,0,0,0,1
1348,11220,0,23,14,1,14,0,0,0,0,1,0,0,0,0,0,0,0
3926,32351,1,324,22,2,30,1,1,0,0,0,0,0,0,0,0,0,0
906,7563,1,275,16,4,32,1,1,0,0,0,2,0,0,0,0,0,2
293,2594,1,131,8,6,30,0,1,1,1,0,0,0,0,0,0,0,0
719,6246,1,367,20,8,44,2,0,2,1,1,0,2,0,0,0,0,2
3943,32505,1,119,10,1,10,0,0,0,0,0,0,0,0,0,0,0,0
2421,19894,0,143,14,1,14,1,0,0,0,0,0,0,0,0,0,0,0
3721,30945,1,452,10,12,60,3,1,2,1,0,0,1,0,0,0,0,1
2177,17959,1,266,14,1,14,0,0,1,0,0,0,0,0,0,0,1,0
931,7730,1,67,30,2,36,0,0,0,1,0,1,0,0,0,1,0,2
2634,21858,0,327,8,2,14,0,0,0,1,0,0,1,1,0,0,0,2
493,4490,1,372,20,8,66,2,0,3,1,1,0,1,1,1,0,0,3
3699,30758,1,105,16,2,24,0,0,0,0,0,1,0,0,0,0,0,1
235,2073,1,178,26,2,28,0,0,0,1,1,0,0,0,0,0,0,0
1541,12765,1,341,12,11,50,4,1,3,1,1,0,2,0,0,1,0,3
3826,31551,1,167,24,10,76,3,0,4,1,1,0,0,0,0,0,0,0
2611,21670,0,113,20,2,24,0,0,2,0,0,1,0,0,0,0,0,1
614,5560,1,236,8,12,44,1,1,2,0,3,2,0,0,0,0,1,2
3504,29083,0,337,4,12,36,3,0,3,1,1,0,2,0,0,0,0,2
1529,12676,1,368,12,11,62,3,0,3,1,1,0,2,0,0,0,0,2
1587,13157,1,167,8,1,8,0,0,0,0,0,0,0,0,0,0,0,0
1064,8903,1,280,10,1,10,0,0,0,0,0,0,0,0,0,0,0,0
3380,27941,1,233,8,1,8,0,0,0,0,0,0,0,0,0,0,0,0
2806,23262,1,335,18,12,66,1,0,5,1,1,0,0,0,0,0,0,0
2355,19334,0,244,34,1,34,0,0,0,0,0,0,0,1,0,0,0,1
3827,31558,1,186,16,1,16,0,0,1,0,0,0,0,0,0,0,0,0
2566,21191,0,31,24,2,30,0,0,0,0,1,0,0,0,0,0,0,0
1045,8626,0,287,20,2,24,0,1,0,0,0,0,1,0,0,0,0,1
2513,20659,0,340,30,10,56,2,1,0,2,3,0,0,0,0,0,0,0
3359,27750,0,199,18,1,18,0,0,0,0,1,0,0,0,0,0,0,0
1547,12821,1,243,16,2,24,0,0,0,1,1,0,0,0,0,0,0,0
2501,20597,0,114,30,2,32,1,1,0,0,0,0,0,0,0,0,0,0
1881,15535,0,301,14,11,46,3,0,2,3,2,0,0,0,0,0,0,0
2065,17093,0,119,10,7,34,1,1,2,0,1,2,0,0,0,0,0,2
1707,14083,0,227,18,2,26,0,0,0,0,1,0,0,1,0,0,0,1
1981,16424,1,243,14,11,46,1,1,2,0,2,0,0,0,0,1,0,1
2671,22140,1,160,12,3,26,0,0,0,0,0,0,1,0,0,0,0,1
1438,11965,1,62,8,2,12,0,0,0,0,0,0,0,0,0,0,0,0
3678,30559,1,135,2,1,2,0,0,0,0,0,0,1,0,0,0,0,1
904,7556,0,26,14,1,14,0,0,1,0,0,0,0,0,0,0,0,0
3934,32374,1,231,2,3,8,0,0,0,0,0,0,0,0,0,0,0,0
4,47,1,228,2,1,2,0,0,0,0,0,0,0,0,0,0,0,0
2253,18535,0,230,14,1,14,1,0,0,0,0,0,0,0,0,0,0,0
2318,19016,0,161,14,1,14,0,1,0,0,0,1,0,0,0,0,0,1
50,401,1,355,16,5,28,1,0,2,0,1,1,0,0,0,0,0,1
346,3047,1,82,16,3,26,0,1,0,0,0,1,1,0,0,0,0,2
2096,17311,1,243,10,1,10,0,0,0,0,0,0,0,0,0,0,0,0
2770,22913,1,150,30,6,48,1,0,2,0,1,0,0,0,0,0,1,0
3915,32253,0,235,2,11,26,0,0,2,1,0,0,0,0,0,0,0,0
1537,12730,1,193,8,5,36,0,0,1,0,1,1,0,0,0,1,0,2
640,5760,1,166,12,1,12,0,0,0,0,0,0,0,0,0,0,0,0
2569,21207,1,215,20,9,52,0,1,3,1,0,0,0,1,2,0,0,3
2157,17791,1,296,14,7,38,0,0,2,1,1,0,0,0,1,0,0,1
865,7225,1,121,10,2,16,1,0,0,0,0,0,0,0,0,0,0,0
3859,31859,1,185,14,1,14,0,1,0,0,0,0,0,0,0,0,0,0
2195,18114,1,126,8,3,18,0,0,1,0,0,0,1,0,0,0,0,1
2110,17419,0,202,10,4,26,1,0,0,1,0,2,0,0,0,0,0,2
2403,19694,1,105,12,2,20,0,0,0,1,0,0,0,0,0,0,0,0
3810,31460,1,338,12,8,46,2,0,3,1,1,1,0,0,0,0,0,1
784,6703,1,374,10,5,30,2,0,1,1,0,0,0,1,0,0,0,1
2335,19198,1,380,16,11,76,3,3,2,1,1,0,0,0,0,0,0,0
2145,17730,1,235,14,1,14,0,0,0,0,0,0,1,0,0,0,0,1
2118,17489,1,212,10,6,22,1,0,0,0,2,0,1,0,0,0,0,1
3201,26362,1,157,8,2,12,0,0,0,0,0,0,0,0,0,0,0,0
1661,13752,0,62,18,2,22,1,0,1,0,0,1,0,1,0,0,0,2
2445,20072,1,410,22,10,44,2,1,3,0,2,1,1,0,0,1,0,3
3518,29199,1,298,10,2,12,0,0,0,0,0,2,0,0,0,0,0,2
2444,20071,0,284,14,2,22,1,0,1,0,0,1,0,0,0,0,0,1
2072,17159,0,412,2,10,34,2,2,0,1,0,0,1,0,0,0,1,1
2683,22250,1,228,12,1,12,0,0,0,0,0,0,0,0,0,0,0,0
1063,8901,1,246,8,7,36,0,2,0,1,1,0,1,0,1,0,0,2
1378,11504,1,232,26,1,26,0,0,1,0,0,0,0,0,0,0,0,0
3609,29959,1,382,4,8,40,1,0,2,0,1,0,1,0,0,0,0,1
1551,12859,1,124,10,2,12,0,0,0,0,0,0,0,1,0,0,0,1
822,6916,1,271,10,4,28,1,1,0,0,0,0,1,0,0,0,0,1
2217,18291,1,224,2,2,10,0,0,0,0,0,0,2,0,0,0,0,2
3034,25134,0,219,32,9,84,0,1,1,3,1,0,0,0,0,0,0,0
3889,32083,0,353,16,9,36,2,1,3,0,0,0,1,0,0,0,1,1
3309,27284,1,138,16,1,16,0,0,0,1,0,1,0,0,0,0,0,1
3512,29144,0,341,24,4,36,0,1,1,1,1,0,0,0,0,0,0,0
999,8245,0,303,10,2,16,1,0,0,0,0,0,0,0,0,0,0,0
