Seq,ID,Gender,Monetary,Recency,Frq,FirstPurch,ChildBks,YouthBks,CookBks,DoItYBks,RefBks,ArtBks,GeogBks,ItalCook,ItalAtlas,ItalArt,Florence,RelatedPurchase
1419,11815,1,178,10,2,14,1,0,0,0,0,0,0,0,0,0,0,0
3392,28061,1,309,24,1,24,0,0,0,0,0,0,0,0,0,0,0,0
1248,10444,1,156,16,2,18,0,0,1,0,1,0,0,0,0,0,0,0
141,1161,1,89,4,2,6,0,0,0,0,0,0,0,0,0,0,1,0
3736,31057,1,76,6,1,6,0,0,0,0,0,1,0,0,0,0,1,1
1434,11937,1,140,6,1,6,0,0,0,0,0,0,0,0,0,0,0,0
922,7679,0,229,16,2,22,0,0,0,0,1,1,0,0,0,0,1,1
2159,17832,1,112,6,2,12,0,0,0,0,0,0,0,1,0,0,0,1
295,2604,1,44,16,2,18,0,0,1,0,1,0,0,0,0,0,0,0
2437,20043,1,83,14,1,14,0,1,0,0,0,2,0,0,0,0,0,2
1740,14340,1,130,12,1,12,0,0,0,0,0,0,0,1,0,0,0,1
333,2934,0,102,8,5,26,1,1,1,1,0,0,0,0,0,0,0,0
1979,16390,1,165,12,10,66,2,0,2,2,0,0,0,0,0,0,0,0
2704,22409,1,114,2,2,6,0,0,0,0,0,0,0,0,0,0,0,0
2608,21625,1,195,14,9,60,2,1,1,2,0,0,0,0,0,0,0,0
3910,32229,0,296,34,6,50,1,0,2,2,1,0,2,0,0,0,0,2
3920,32296,1,112,12,2,20,0,1,0,0,0,0,0,0,0,0,0,0
133,1123,1,363,2,12,28,0,1,2,1,0,1,1,1,0,0,0,3
650,5811,1,284,14,10,70,2,1,2,2,1,1,1,1,0,0,0,3
2579,21324,1,278,12,2,16,1,0,0,0,0,0,2,1,0,0,1,3
2048,16920,1,277,6,10,56,2,0,1,1,1,0,0,0,0,0,0,0
2296,18867,1,278,16,10,48,2,0,3,2,1,0,2,0,0,0,0,2
1117,9380,0,193,10,6,28,0,1,1,0,2,1,0,0,0,0,0,1
2714,22484,0,31,2,2,10,0,0,0,0,0,0,0,0,0,0,0,0
2645,21957,0,280,6,8,52,2,1,2,0,0,0,1,1,0,0,0,2
3017,24940,1,159,4,1,4,0,0,0,0,0,0,1,0,0,0,0,1
2002,16603,0,195,12,1,12,0,0,0,0,0,0,1,1,0,0,0,2
948,7821,1,70,8,4,22,1,0,0,2,0,0,0,0,0,0,0,0
3835,31637,1,405,10,11,72,2,0,3,2,0,0,1,0,0,1,0,2
2556,21107,1,106,14,2,18,0,1,0,0,0,0,1,0,0,0,0,1
2040,16886,1,188,12,2,14,0,0,1,0,0,0,1,0,0,0,0,1
3621,30037,1,75,16,2,22,1,0,0,0,1,0,0,0,0,0,0,0
2690,22312,1,301,10,3,24,1,0,0,1,0,0,0,0,0,0,0,0
72,582,1,140,2,1,2,0,0,0,0,0,0,0,0,0,0,1,0
3449,28573,1,291,22,12,86,2,1,3,2,0,0,0,0,0,0,0,0
1323,11007,1,39,30,1,30,0,0,1,0,0,0,0,0,0,0,0,0
2103,17366,0,209,10,4,22,0,0,2,1,0,0,0,0,0,0,0,0
423,3742,1,289,4,6,28,0,0,2,0,0,0,0,1,0,0,1,1
177,1494,1,227,2,9,42,1,0,0,1,0,2,0,0,0,0,0,2
946,7810,1,250,4,2,12,0,0,0,0,0,0,0,0,0,0,0,0
2448,20093,1,340,10,8,58,2,0,1,2,2,1,0,0,0,0,0,1
3268,26910,1,139,32,3,42,1,0,1,0,1,0,0,0,0,0,0,0
3691,30650,0,339,28,4,50,0,0,3,0,1,2,1,0,0,0,0,3
1604,13294,0,94,10,1,10,0,0,0,0,0,0,0,0,0,0,0,0
1035,8546,0,249,14,1,14,0,0,1,0,0,0,0,0,0,0,0,0
14,112,0,135,14,1,14,1,0,0,0,0,0,0,0,0,0,0,0
3526,29282,1,172,12,1,12,0,0,0,0,0,0,0,0,0,0,0,0
467,4194,0,286,36,1,36,0,0,0,0,0,0,1,0,0,0,0,1
2267,18631,1,408,16,9,52,3,1,0,3,0,0,1,0,0,0,0,1
2948,24384,1,293,8,9,46,3,0,1,0,1,1,2,0,0,0,1,3
1091,9153,1,199,12,2,18,0,0,0,1,0,0,0,0,0,0,0,0
3321,27385,0,149,14,1,14,0,0,0,0,1,0,1,0,0,0,0,1
2358,19346,1,177,32,1,32,0,0,0,1,0,0,0,0,0,0,0,0
2548,21030,1,166,24,2,28,0,0,0,1,1,0,1,0,0,0,0,1
3150,25980,1,145,12,4,24,2,0,1,0,0,0,0,0,0,0,0,0
1369,11456,1,185,14,8,54,2,1,1,3,0,0,1,1,0,0,0,2
3774,31269,0,70,10,4,30,0,0,1,0,1,0,0,0,0,0,0,0
2994,24787,1,185,24,8,48,1,1,1,0,2,0,2,0,0,0,0,2
48,391,1,143,14,9,38,2,2,1,1,1,2,0,0,0,0,0,2
2891,23864,1,179,14,2,18,1,0,1,0,0,0,0,0,0,0,0,0
3075,25447,1,333,18,11,62,0,1,4,2,3,2,1,0,0,0,0,3
1589,13173,1,45,24,1,24,0,0,0,1,0,1,0,0,0,0,0,1
1629,13541,0,301,4,1,4,0,0,0,0,0,0,0,0,0,0,0,0
3572,29661,1,140,16,6,46,2,0,2,0,2,0,0,0,0,0,0,0
2325,19080,1,155,6,7,30,0,0,2,0,0,0,0,0,0,0,0,0
2080,17203,1,308,12,2,14,0,0,0,0,0,0,0,0,0,0,0,0
3819,31529,1,279,2,7,18,1,0,0,0,0,0,0,0,0,0,0,0
3072,25427,0,295,2,7,44,1,0,1,0,1,0,2,0,1,0,0,3
3574,29670,0,305,18,1,18,0,0,0,0,0,0,0,1,0,0,0,1
3587,29790,1,180,8,1,8,0,0,0,0,0,1,0,0,0,0,0,1
22,169,1,243,10,1,10,0,0,0,0,0,0,0,0,0,0,0,0
276,2392,0,135,16,4,26,0,0,2,0,1,0,1,0,0,0,0,1
2391,19585,1,84,12,2,14,0,0,1,0,0,0,0,0,0,0,0,0
2574,21259,0,199,6,1,6,0,0,0,0,0,0,0,0,0,0,1,0
115,999,1,419,14,8,48,1,1,4,1,0,0,1,0,0,0,0,1
2847,23564,0,281,4,2,6,0,0,0,0,0,0,0,0,0,0,0,0
1012,8363,1,344,14,9,60,2,3,3,0,0,0,1,0,0,0,0,1
1377,11499,1,107,22,1,22,0,0,0,0,0,0,1,0,0,0,0,1
243,2121,1,340,12,6,30,2,1,1,0,0,0,1,0,0,0,0,1
1945,16087,1,164,14,1,14,0,1,0,0,0,2,0,0,0,0,1,2
2959,24465,1,79,18,2,22,0,0,0,1,0,1,0,0,0,0,0,1
377,3309,0,148,16,1,16,0,0,1,0,0,0,0,0,0,0,0,0
2709,22429,1,273,12,2,14,1,0,0,0,0,1,1,1,0,0,1,3
978,8026,1,252,32,5,60,2,1,0,0,0,0,2,0,0,0,0,2
408,3670,1,67,12,1,12,0,0,0,0,0,0,0,0,0,0,0,0
3598,29856,1,32,12,1,12,0,0,0,0,0,0,0,0,0,0,0,0
3673,30524,0,246,4,2,6,0,0,0,0,0,2,0,0,0,0,0,2
2805,23261,0,110,26,1,26,0,0,0,0,0,0,0,0,0,0,0,0
1760,14517,1,420,12,10,60,1,2,1,1,1,1,6,0,0,0,0,7
370,3241,0,148,6,1,6,0,0,0,0,0,0,0,0,0,0,0,0
3069,25405,1,403,22,8,54,0,0,4,1,1,0,0,0,0,0,0,0
1505,12529,1,125,6,5,20,0,0,0,1,0,0,0,0,0,0,0,0
1389,11588,1,215,12,1,12,0,0,0,0,0,0,0,0,0,0,0,0
2039,16871,1,88,32,1,32,0,0,0,0,0,0,0,0,0,0,0,0
506,4584,1,357,8,5,36,1,0,3,0,0,0,0,0,0,0,0,0
2013,16688,0,176,6,10,36,2,1,3,1,0,0,1,0,0,0,0,1
3755,31165,0,113,10,1,10,0,0,0,0,0,0,0,1,0,0,0,1
3876,31970,0,261,10,2,18,0,1,0,0,0,0,0,0,0,0,0,0
3522,29259,0,290,6,7,26,1,1,2,0,0,0,0,0,0,0,0,0
96,795,1,453,14,12,82,1,1,3,1,3,0,3,1,1,0,0,5
1464,12161,0,124,2,1,2,0,0,0,0,0,0,0,0,0,0,0,0
3439,28505,0,364,16,8,54,2,0,3,3,0,0,0,0,0,0,0,0
3008,24878,1,273,18,2,20,1,0,1,0,0,0,0,0,0,0,0,0
1784,14705,1,307,4,3,18,0,0,0,0,0,1,2,0,0,0,0,3
317,2828,1,238,8,4,28,1,0,0,0,1,1,0,0,1,1,0,3
1669,13793,1,226,14,2,22,2,0,0,0,0,0,0,0,0,0,0,0
3805,31436,1,279,8,2,16,0,1,0,0,0,0,0,0,0,0,1,0
2570,21208,0,252,10,5,30,1,0,1,1,0,0,0,0,0,0,0,0
3475,28856,1,261,14,8,42,2,3,2,0,0,0,0,0,0,0,0,0
1656,13716,1,207,8,1,8,0,0,0,0,0,0,0,0,0,0,0,0
3155,26038,0,332,4,7,18,1,0,1,0,0,0,0,0,0,0,0,0
3230,26592,1,294,12,1,12,0,0,0,0,0,0,0,0,0,0,0,0
487,4409,1,135,14,1,14,1,0,0,0,0,0,0,0,0,0,0,0
1620,13416,1,330,12,11,56,4,1,3,1,0,0,0,0,0,0,0,0
570,5170,1,384,6,8,26,1,0,1,1,1,0,0,1,1,0,0,2
2488,20465,1,191,24,8,50,2,1,1,0,2,0,0,0,0,0,0,0
1574,13031,0,158,12,1,12,0,0,0,0,0,1,0,0,0,0,0,1
2643,21940,1,429,14,11,74,3,2,2,1,1,0,0,1,0,0,0,1
2309,18978,0,171,32,7,72,2,1,1,0,0,0,0,0,0,0,0,0
1278,10728,1,332,8,7,42,3,0,1,0,0,1,1,1,0,1,0,4
1793,14815,0,74,12,2,18,1,0,0,0,0,2,0,0,0,0,0,2
3158,26052,1,418,8,9,62,2,0,2,4,0,0,1,3,0,0,0,4
759,6549,1,148,16,1,16,0,0,0,0,0,1,0,0,0,0,0,1
3400,28133,1,258,18,8,56,2,1,2,1,2,0,2,0,0,0,0,2
498,4547,1,140,14,2,20,0,1,1,0,0,0,0,0,0,0,0,0
2266,18630,1,155,16,1,16,1,0,0,0,0,0,0,0,0,0,1,0
1333,11076,0,54,16,1,16,0,0,0,0,0,1,0,0,0,0,0,1
1767,14571,1,140,24,3,30,1,0,1,0,0,0,0,0,0,0,0,0
2161,17850,1,237,16,10,70,0,2,2,1,2,0,0,0,0,0,0,0
3383,27967,1,309,8,1,8,0,0,0,0,0,2,0,0,0,0,0,2
259,2262,0,148,6,4,20,0,0,0,0,0,1,0,0,0,0,1,1
1959,16215,1,152,14,10,34,4,0,1,0,2,0,0,0,0,0,0,0
3079,25474,1,298,2,2,8,0,0,0,0,0,0,2,0,0,0,0,2
548,5015,1,362,14,11,62,2,0,5,3,0,1,0,0,0,0,0,1
1375,11491,1,216,16,2,18,1,0,0,0,0,0,1,0,0,0,0,1
2372,19436,1,82,14,2,16,0,0,1,0,0,1,0,2,0,0,0,3
807,6839,1,212,6,10,42,1,1,2,0,0,0,2,0,0,0,0,2
3631,30114,1,184,26,8,44,0,0,1,3,0,0,0,1,0,0,0,1
655,5850,1,262,16,1,16,0,0,0,0,0,0,1,0,0,0,0,1
2119,17491,1,228,8,1,8,0,0,0,0,0,0,0,0,0,0,0,0
1873,15468,1,155,2,10,24,0,0,1,0,0,0,0,0,0,0,0,0
416,3701,1,307,16,2,24,1,1,0,0,0,0,0,0,0,0,0,0
3152,25999,1,116,28,1,28,1,0,0,0,0,0,0,0,0,0,0,0
3657,30384,0,100,6,1,6,0,0,0,0,0,1,0,0,0,0,0,1
3996,32950,0,141,2,2,6,0,0,0,0,0,0,0,0,0,0,0,0
3100,25604,1,315,22,2,28,0,1,0,1,0,0,2,2,0,0,0,4
2733,22632,1,212,16,4,36,2,0,1,1,0,1,1,0,0,0,0,2
744,6397,1,298,12,6,24,0,1,1,0,1,2,0,0,0,0,0,2
2783,23039,1,196,30,6,60,1,1,1,0,1,0,0,0,0,0,1,0
754,6495,0,172,14,7,36,0,0,0,0,1,2,3,0,0,0,1,5
1393,11617,1,99,14,4,32,2,0,1,1,0,0,0,0,0,0,0,0
3886,32048,1,376,16,10,36,6,2,1,0,0,0,0,0,0,0,0,0
2504,20605,1,201,16,2,20,1,0,0,0,0,0,0,0,0,0,0,0
3515,29161,0,35,22,1,22,0,0,0,0,0,0,0,0,0,0,0,0
2685,22280,1,53,2,1,2,0,0,0,0,0,0,0,0,0,0,0,0
3351,27651,0,71,16,1,16,0,0,1,0,0,0,0,0,0,0,0,0
3331,27450,1,293,6,12,32,1,1,1,0,2,0,1,0,0,0,0,1
2346,19251,1,154,14,1,14,0,0,0,1,0,1,0,0,0,0,0,1
2128,17579,1,134,34,7,68,0,2,1,0,3,2,0,2,0,0,0,4
1492,12394,1,147,14,1,14,0,0,0,0,0,1,0,0,0,0,1,1
3725,30976,1,181,4,3,18,0,0,1,0,0,0,0,0,0,0,0,0
3714,30894,1,153,32,10,58,1,1,1,1,1,0,0,0,0,0,0,0
951,7857,1,246,12,9,44,1,1,2,1,0,1,2,1,0,1,1,5
2201,18157,1,284,22,2,28,1,0,1,0,0,0,0,0,0,0,0,0
1502,12481,1,103,18,4,34,1,1,2,0,0,0,0,0,0,0,0,0
1515,12581,1,192,12,1,12,0,0,0,0,0,0,0,0,0,0,0,0
585,5297,1,124,14,4,32,0,0,2,0,1,0,1,0,0,0,0,1
3113,25721,1,32,8,2,10,0,0,0,0,0,0,0,0,0,0,0,0
221,1886,0,152,16,9,66,0,1,4,0,2,1,1,0,0,0,0,2
884,7378,0,292,14,2,22,0,1,0,1,0,0,0,0,0,0,0,0
1788,14763,0,31,2,1,2,0,0,0,0,0,0,0,0,0,0,1,0
2873,23693,1,20,22,1,22,0,0,1,0,0,1,0,0,0,0,0,1
2978,24645,1,127,12,7,28,1,1,1,1,1,0,0,0,0,1,0,1
1985,16456,1,245,16,1,16,0,0,0,0,0,0,0,0,0,0,0,0
2239,18437,1,325,14,2,20,0,0,1,0,0,0,0,0,0,0,0,0
3196,26290,1,158,8,3,24,0,1,0,0,1,0,0,0,0,0,0,0
1133,9564,0,167,12,2,16,0,0,0,1,0,0,0,0,0,0,0,0
1886,15581,1,410,10,9,60,2,0,3,1,1,0,1,0,0,1,1,2
2674,22152,1,414,4,10,40,0,1,1,1,0,0,0,0,0,0,0,0
2460,20198,0,170,34,1,34,1,0,0,0,0,0,1,0,0,0,0,1
1041,8569,1,323,26,2,34,1,0,0,0,0,1,0,0,0,0,0,1
1305,10909,1,375,8,9,38,2,1,0,1,1,1,1,0,0,0,0,2
3060,25335,0,79,6,4,24,0,1,1,0,0,0,0,0,0,0,1,0
162,1352,1,169,16,4,34,1,0,0,0,0,0,3,0,0,0,0,3
1824,15025,1,233,8,2,10,0,0,0,0,0,0,0,0,0,0,0,0
3959,32645,1,323,10,2,14,0,0,1,0,0,0,1,0,0,0,0,1
2387,19551,1,420,8,12,48,1,1,4,1,1,1,6,0,0,0,0,7
1975,16373,0,176,8,3,14,0,0,0,1,0,0,0,0,0,0,0,0
512,4659,0,224,28,12,74,0,2,3,2,1,2,2,0,0,0,0,4
3001,24845,1,69,12,3,24,0,0,1,0,0,1,0,0,0,0,0,1
2667,22112,1,151,34,2,42,1,0,0,0,1,0,0,0,0,0,0,0
2602,21579,0,323,14,2,20,1,0,0,0,0,0,0,0,0,0,1,0
2693,22333,0,213,14,12,46,2,0,4,1,1,0,0,0,0,0,0,0
3161,26063,0,89,16,3,28,0,0,1,1,0,0,0,0,0,0,0,0
3551,29484,1,312,30,2,32,0,0,1,0,0,1,0,0,0,1,0,2
3104,25627,0,262,26,1,26,0,0,0,0,0,0,0,0,0,0,0,0
3087,25511,0,49,2,2,10,0,0,0,0,0,0,0,0,0,0,0,0
583,5257,1,305,6,9,24,0,0,4,0,1,1,2,0,0,0,0,3
2511,20640,1,268,16,11,60,7,1,1,0,0,1,0,0,1,0,0,2
3041,25192,1,257,10,2,12,0,0,0,0,0,0,0,1,0,0,0,1
3669,30516,1,199,12,2,18,1,0,0,0,0,0,2,0,0,0,0,2
3984,32878,1,456,4,11,68,1,2,3,2,1,0,0,0,0,0,0,0
1250,10449,1,299,12,6,28,1,0,2,1,0,1,0,1,0,1,0,3
3259,26840,1,279,10,1,10,0,0,0,0,0,0,0,0,0,0,0,0
2613,21689,0,343,16,9,36,3,1,0,1,2,1,0,0,0,0,0,1
825,6930,1,60,14,4,28,0,0,1,0,0,1,1,1,0,1,1,4
2503,20601,0,368,36,5,62,1,2,1,0,1,0,2,0,0,0,0,2
3424,28358,1,350,10,11,64,1,1,3,1,2,0,0,0,0,0,0,0
187,1543,1,295,6,2,14,0,0,1,0,0,0,0,0,0,0,0,0
3088,25517,1,243,2,2,10,0,0,0,0,0,0,0,0,0,0,0,0
1344,11179,1,133,16,4,36,1,0,1,1,0,0,1,0,0,0,0,1
577,5228,1,406,14,10,72,1,1,3,1,0,1,2,0,0,0,0,3
3619,30029,0,328,8,12,70,2,0,2,1,1,0,1,0,0,0,0,1
3941,32464,1,246,10,2,14,1,0,0,0,0,0,0,0,0,0,0,0
2731,22624,1,237,12,1,12,0,0,0,0,0,0,3,1,0,0,0,4
2576,21286,1,243,14,1,14,0,0,0,0,0,0,0,0,0,0,1,0
2983,24682,1,372,4,7,38,0,0,3,0,1,0,1,0,0,0,0,1
209,1805,1,292,14,1,14,0,1,0,0,0,0,0,0,0,0,0,0
2329,19126,1,45,30,1,30,0,0,0,1,0,0,0,0,0,0,0,0
2058,17035,1,290,10,2,16,0,0,0,1,0,0,0,0,0,0,0,0
3647,30293,0,88,4,2,10,0,0,0,0,0,0,0,1,0,0,0,1
3019,24957,1,185,16,1,16,1,0,0,0,0,2,2,1,0,0,0,5
2992,24746,1,244,16,5,42,0,1,1,1,0,2,0,0,0,0,0,2
3552,29490,1,152,24,2,26,0,1,1,0,0,1,0,0,0,0,0,1
677,5943,0,266,32,2,40,0,0,0,2,0,0,0,0,0,0,0,0
3777,31279,0,162,8,10,50,3,0,2,3,0,0,1,0,0,0,0,1
3985,32881,1,147,14,1,14,0,0,1,0,0,0,0,0,0,0,0,0
1295,10832,1,195,16,2,18,1,0,1,0,0,0,0,0,0,0,0,0
3067,25378,1,296,10,5,38,1,0,0,1,0,0,0,0,0,0,0,0
1237,10340,1,407,14,8,34,1,1,1,1,1,1,2,0,0,0,0,3
3454,28648,1,179,8,2,10,0,0,0,0,0,0,0,0,0,0,0,0
3279,27021,0,293,12,2,16,1,0,0,0,0,1,1,0,0,0,0,2
2748,22740,1,24,6,1,6,0,0,0,0,0,2,0,0,0,0,1,2
3197,26295,1,155,32,7,74,3,0,4,0,0,0,0,0,0,0,0,0
2756,22787,1,98,10,2,14,0,1,0,0,0,0,0,0,0,0,0,0
989,8142,1,158,14,5,38,1,0,1,1,0,2,0,1,0,1,0,4
1895,15694,1,169,12,11,36,3,0,2,2,1,0,0,0,0,0,0,0
285,2506,1,347,10,6,28,2,0,1,1,0,0,0,1,0,0,0,1
3324,27401,1,61,10,2,14,0,0,0,0,1,0,1,0,0,0,0,1
3127,25823,1,85,18,1,18,0,0,0,0,0,0,0,0,0,0,0,0
1581,13113,1,155,20,5,36,1,1,1,1,0,0,1,1,0,1,1,3
2148,17740,1,132,34,1,34,1,0,0,0,0,0,0,0,0,0,0,0
1415,11788,1,235,18,8,50,1,0,4,1,0,1,1,1,0,0,0,3
3315,27311,1,118,10,1,10,0,0,0,0,0,0,0,0,0,0,0,0
1354,11295,1,135,8,4,22,0,0,2,0,0,1,0,0,0,0,0,1
3925,32342,1,169,16,1,16,1,0,0,0,0,1,0,0,0,0,0,1
2565,21167,0,71,10,1,10,0,0,0,0,0,0,0,0,0,0,0,0
191,1610,0,391,8,9,48,1,1,2,1,3,0,0,0,0,0,0,0
717,6235,1,76,6,1,6,0,0,0,0,0,0,0,0,0,0,0,0
1625,13482,0,306,12,3,30,0,0,0,0,1,0,0,0,0,0,0,0
3599,29876,1,189,4,1,4,0,0,0,0,0,0,0,0,0,0,0,0
552,5035,1,150,6,5,28,0,0,2,1,0,0,0,0,0,0,1,0
3565,29623,1,70,14,4,30,2,0,0,0,2,0,0,0,0,0,0,0
1837,15150,1,156,14,8,50,2,0,4,0,1,1,1,0,0,0,0,2
729,6299,0,276,22,4,40,1,0,3,0,0,0,0,0,0,0,0,0
3546,29447,0,60,12,1,12,0,0,0,0,0,1,0,0,0,0,0,1
1359,11343,1,121,8,1,8,0,0,0,0,0,0,0,0,0,0,0,0
896,7468,0,228,16,1,16,0,0,0,0,0,1,0,0,0,0,0,1
1076,9019,1,364,32,6,50,1,0,1,0,0,3,1,0,0,0,0,4
1280,10740,1,51,36,1,36,0,0,0,1,0,0,0,0,0,0,0,0
1458,12098,1,200,30,4,44,1,1,1,0,0,0,1,1,0,0,0,2
2272,18659,1,178,8,4,22,1,1,0,0,0,0,0,0,0,0,0,0
2162,17856,1,70,16,1,16,0,0,1,0,0,1,0,0,0,0,0,1
2146,17734,1,114,16,2,18,1,0,1,0,0,3,0,1,0,0,0,4
1897,15700,1,155,4,9,44,1,1,1,1,0,1,0,0,0,0,0,1
53,411,1,210,2,3,20,0,1,0,0,0,0,1,0,0,0,0,1
3821,31542,1,200,14,10,56,3,1,2,1,2,1,0,0,0,0,0,1
275,2385,1,33,2,1,2,0,0,0,0,0,0,0,0,0,0,0,0
1742,14351,1,105,10,1,10,0,0,0,0,0,0,0,0,0,0,0,0
497,4511,1,117,2,1,2,0,0,0,0,0,0,0,0,0,0,0,0
1201,10045,0,311,2,9,24,1,1,2,0,1,0,0,0,0,0,1,0
36,275,1,78,6,2,10,0,0,0,0,0,0,0,0,0,0,0,0
3241,26678,1,252,10,8,42,0,0,2,1,1,0,0,0,0,0,0,0
1949,16121,0,287,10,1,10,0,0,0,0,0,0,0,0,0,0,0,0
2105,17387,1,219,10,12,62,1,1,3,2,0,0,1,0,0,0,0,1
3460,28733,1,285,20,1,20,0,0,0,0,1,0,0,0,0,0,1,0
1083,9085,1,100,14,5,42,2,0,2,0,1,0,0,1,1,0,0,2
150,1238,0,101,14,4,26,0,2,0,0,2,0,0,0,0,0,0,0
3093,25564,1,308,8,7,46,1,1,1,1,0,0,0,0,0,0,0,0
1480,12309,0,444,2,12,60,2,1,3,1,1,2,0,1,0,0,0,3
2191,18087,0,251,14,1,14,0,0,0,0,0,0,0,0,0,0,0,0
2381,19513,1,266,32,2,36,0,0,1,1,0,1,1,1,0,0,0,3
1830,15091,1,165,34,7,64,0,0,3,1,0,2,0,0,0,0,0,2
2432,20016,0,261,34,2,36,0,0,0,1,0,1,2,0,0,0,1,3
642,5766,1,156,6,5,16,0,0,2,0,0,0,0,0,0,0,0,0
762,6564,1,235,12,11,36,3,2,2,2,0,0,1,0,0,0,0,1
3688,30614,1,221,10,5,28,1,0,1,0,0,0,0,0,0,0,0,0
2314,18994,0,85,10,1,10,0,0,0,0,0,0,0,1,0,0,0,1
1181,9888,1,108,2,2,4,0,0,0,0,0,0,0,0,0,0,0,0
967,7960,1,128,30,1,30,1,0,0,0,0,0,0,0,0,0,0,0
3931,32370,1,281,10,1,10,0,0,0,0,0,0,0,0,0,0,0,0
3371,27857,1,61,6,2,8,0,0,0,0,0,0,1,0,0,0,0,1
3009,24887,1,187,26,2,32,1,0,1,0,0,0,0,0,0,0,0,0
42,340,1,320,28,3,38,0,0,2,0,0,1,0,0,0,0,0,1
991,8159,0,108,14,5,42,2,0,1,1,0,1,0,0,0,0,0,1
3406,28180,1,246,16,8,50,4,0,2,2,0,0,0,0,0,0,0,0
3645,30278,1,164,4,2,8,0,0,0,0,0,0,0,1,0,0,0,1
891,7440,1,136,8,2,12,0,0,0,0,0,0,0,0,0,0,0,0
1022,8438,0,344,12,3,22,0,0,2,0,0,0,0,1,0,0,0,1
184,1529,0,206,10,2,16,1,0,0,0,0,0,0,0,0,0,0,0
1236,10330,0,17,4,1,4,0,0,0,0,0,0,0,0,0,0,0,0
3015,24933,1,152,18,2,22,1,0,0,0,0,0,0,0,0,1,1,1
2463,20214,1,270,2,2,10,0,0,0,0,0,0,0,0,0,0,0,0
1943,16074,1,343,8,12,68,3,1,2,1,1,0,2,0,0,0,1,2
1939,16052,1,242,32,3,46,1,0,2,0,0,0,2,0,0,0,0,2
1825,15044,1,325,16,2,20,0,0,1,0,0,0,0,0,0,0,0,0
170,1406,1,54,12,3,24,1,0,0,0,0,1,0,0,0,0,0,1
147,1222,1,307,36,5,60,1,0,2,0,0,0,2,1,0,0,0,3
3323,27388,1,58,12,1,12,0,0,0,0,0,0,0,2,0,0,0,2
1704,14052,1,220,8,2,14,0,0,1,0,0,0,0,0,0,0,0,0
3749,31143,1,139,6,8,38,1,2,0,0,0,0,0,0,1,1,0,2
2289,18754,0,246,26,2,30,1,0,0,0,1,0,0,0,0,0,0,0
3295,27174,0,147,4,1,4,0,0,0,0,0,0,1,0,0,0,0,1
3402,28139,1,422,12,11,46,2,1,3,0,1,0,2,0,0,0,0,2
3499,29037,0,189,10,7,48,0,0,3,0,1,1,0,0,0,0,0,1
1915,15860,1,211,8,2,14,0,0,1,0,0,0,0,0,0,0,0,0
1372,11484,1,34,14,1,14,0,0,0,0,1,0,0,0,0,0,0,0
249,2185,1,79,16,1,16,0,0,1,0,0,0,0,0,0,0,0,0
2220,18306,0,190,8,2,14,1,0,0,0,0,0,1,0,0,0,0,1
1466,12183,0,131,14,7,28,3,1,2,0,1,0,0,1,0,0,0,1
3064,25368,1,98,12,1,12,0,0,0,0,0,0,0,0,0,0,0,0
3719,30913,1,91,16,1,16,0,0,1,0,0,0,0,0,0,0,0,0
1472,12232,1,128,10,6,24,0,0,1,1,1,0,1,0,0,0,0,1
