Date,Open,High,Low,Close,Volume,Adj Close
2008-06-26,704.00,714.80,682.50,693.20,4590800,693.20
2008-06-25,683.00,708.80,675.10,696.85,5395300,696.85
2008-06-24,710.25,737.90,696.05,697.00,3462100,697.00
2008-06-23,734.70,736.50,709.95,720.00,2985200,720.00
2008-06-20,732.15,759.80,718.00,739.70,5123400,739.70
2008-06-19,780.00,780.00,747.25,753.00,2771200,753.00
2008-06-18,835.00,835.00,772.15,786.10,3699900,786.10
2008-06-17,797.45,824.45,785.00,819.50,4021100,819.50
2008-06-16,780.00,803.60,775.00,795.00,3144300,795.00
2008-06-13,749.75,772.00,747.00,768.10,3570000,768.10
2008-06-12,745.65,751.00,702.05,740.00,4287600,740.00
2008-06-11,738.00,754.45,731.10,742.50,3399100,742.50
2008-06-10,746.00,750.00,711.65,734.95,4825400,734.95
2008-06-06,797.80,800.00,761.30,769.00,3266900,769.00
2008-06-05,757.55,787.60,745.00,771.10,6045200,771.10
2008-06-04,740.40,788.00,740.40,755.00,5139400,755.00
2008-06-03,726.40,769.00,726.40,759.80,5068200,759.80
2008-06-02,830.00,830.00,761.00,762.55,3871000,762.55
2008-05-30,795.25,805.00,778.20,786.55,6852100,786.55
2008-05-29,830.00,835.00,784.40,797.00,6319000,797.00
2008-05-28,838.80,838.80,797.10,828.00,7330300,828.00
2008-05-27,834.70,834.70,802.10,813.70,3794300,813.70
2008-05-26,835.25,863.00,811.75,821.00,4467800,821.00
2008-05-23,876.00,886.80,857.35,863.00,4025100,863.00
2008-05-22,895.00,900.00,876.00,880.40,4349800,880.40
2008-05-21,910.00,920.00,897.20,911.15,2504800,911.15
2008-05-20,957.00,971.00,918.05,929.50,5249900,929.50
2008-05-16,940.00,945.00,925.00,944.00,3199000,944.00
2008-05-15,899.00,934.40,896.00,933.00,3349400,933.00
2008-05-14,893.80,900.00,862.35,900.00,1699600,900.00
2008-05-13,887.70,905.00,870.00,879.80,4162600,879.80
2008-05-12,865.00,888.70,862.00,877.10,4801900,877.10
2008-05-09,889.00,904.40,863.30,872.00,4586700,872.00
2008-05-08,944.40,944.40,883.00,891.30,4053700,891.30
2008-05-07,928.00,928.00,904.90,919.25,3185200,919.25
2008-05-06,935.00,942.00,918.35,928.00,3907300,928.00
2008-05-05,950.00,960.90,925.00,938.00,5072100,938.00
2008-05-02,948.70,948.70,893.00,932.60,5133200,932.60
2008-04-30,918.00,919.95,872.00,881.00,4446300,881.00
2008-04-29,880.00,925.00,880.00,900.20,6189700,900.20
2008-04-28,931.80,960.00,890.00,894.05,5960500,894.05
2008-04-25,875.00,929.80,870.00,913.00,6031800,913.00
2008-04-24,889.00,889.00,856.00,874.00,3881900,874.00
2008-04-23,855.40,894.70,845.05,867.20,3205500,867.20
2008-04-22,865.00,890.00,855.10,884.65,4084100,884.65
2008-04-21,841.00,874.85,825.25,870.00,3308700,870.00
2008-04-17,820.00,851.00,820.00,835.60,4265000,835.60
2008-04-16,819.90,831.00,807.00,815.95,4341500,815.95
2008-04-15,761.10,825.00,752.20,810.30,5450500,810.30
2008-04-11,810.00,820.00,785.05,788.40,3990200,788.40
2008-04-10,835.00,835.00,797.30,800.65,4094000,800.65
2008-04-09,800.00,842.00,800.00,842.00,3180900,842.00
2008-04-08,726.55,828.80,726.55,813.10,4669400,813.10
2008-04-07,799.95,815.00,735.25,813.00,4304000,813.00
2008-04-04,790.10,797.15,748.00,764.80,3469700,764.80
2008-04-03,794.25,796.75,775.15,785.00,2687900,785.00
2008-04-02,790.00,815.00,780.00,789.50,4644800,789.50
2008-04-01,793.90,793.90,732.00,759.00,4702000,759.00
2008-03-31,848.85,848.85,765.00,769.00,5048200,769.00
2008-03-28,889.80,889.80,752.55,835.00,5902200,835.00
2008-03-27,837.00,850.00,821.05,834.05,5570300,834.05
2008-03-26,893.00,893.00,837.10,840.40,4227800,840.40
2008-03-25,839.85,892.00,817.20,880.00,4882300,880.00
2008-03-19,899.00,899.00,750.25,779.00,7670700,779.00
2008-03-18,768.70,799.00,720.05,780.45,8406800,780.45
2008-03-14,840.00,885.00,825.35,874.00,4481500,874.00
2008-03-13,859.90,866.00,817.00,834.00,3467600,834.00
2008-03-12,900.00,924.00,875.05,882.30,5322000,882.30
2008-03-11,864.90,887.00,840.40,854.00,6820200,854.00
2008-03-10,877.00,911.00,836.35,867.00,5239600,867.00
2008-03-07,944.00,944.00,855.25,890.05,8129400,890.05
2008-03-05,950.00,988.00,924.00,962.10,8791200,962.10
2008-03-04,1021.00,1035.00,930.00,971.05,9211800,971.05
2008-03-03,1060.00,1060.00,1011.00,1023.15,4839100,1023.15
2008-02-29,1100.00,1112.90,1045.45,1077.65,3665900,1077.65
2008-02-28,1120.00,1124.00,1086.10,1111.00,2557600,1111.00
2008-02-27,1190.65,1190.65,1102.30,1107.00,2093900,1107.00
2008-02-26,1123.00,1133.00,1107.00,1115.20,1618700,1115.20
2008-02-25,1110.00,1115.00,1051.10,1110.00,2976700,1110.00
2008-02-22,1130.00,1130.00,1090.00,1093.00,1955300,1093.00
2008-02-21,1188.00,1188.00,1115.00,1148.00,1933500,1148.00
2008-02-20,1195.00,1195.00,1160.00,1167.00,2900800,1167.00
2008-02-19,1210.00,1242.80,1206.15,1213.00,3129700,1213.00
2008-02-18,1220.00,1240.00,1178.60,1210.90,2373200,1210.90
2008-02-15,1150.00,1199.35,1140.40,1195.00,3888600,1195.00
2008-02-14,1115.00,1174.00,1115.00,1160.20,4120500,1160.20
2008-02-13,1071.00,1111.00,1058.00,1110.00,3343700,1110.00
2008-02-12,1055.00,1083.60,1037.10,1070.00,2721300,1070.00
2008-02-11,1069.70,1097.80,999.00,1038.00,4684200,1038.00
2008-02-08,1106.10,1124.70,1026.00,1068.00,4474600,1068.00
2008-02-07,1157.00,1194.00,1093.00,1107.00,2137300,1107.00
2008-02-06,1118.00,1173.30,1116.45,1150.95,1709500,1150.95
2008-02-05,1208.00,1209.65,1180.35,1200.15,1804700,1200.15
2008-02-04,1221.00,1244.90,1192.05,1213.00,2159500,1213.00
2008-02-01,1157.00,1212.95,1133.95,1201.30,3495500,1201.30
2008-01-31,1190.00,1212.00,1131.10,1147.00,5525800,1147.00
2008-01-30,1230.00,1230.00,1166.00,1184.00,2047300,1184.00
2008-01-29,1275.00,1313.85,1183.00,1226.00,3724000,1226.00
2008-01-28,1240.00,1284.70,1200.00,1270.05,2243600,1270.05
2008-01-25,1135.00,1277.00,1135.00,1260.00,3905900,1260.00
