Date,Open,High,Low,Close,Volume,Adj Close
2008-04-08,448.80,454.00,437.00,440.00,28800,220.00
2008-04-07,430.00,466.95,430.00,448.80,18300,224.40
2008-04-04,500.00,504.45,445.00,445.00,49700,222.50
2008-04-03,503.00,518.00,485.50,492.00,17200,246.00
2008-04-02,584.70,584.70,501.00,505.50,100100,252.75
2008-04-01,512.05,525.00,508.00,508.00,7700,254.00
2008-03-31,510.00,535.00,504.00,511.00,40800,255.50
2008-03-28,547.95,547.95,500.05,510.00,30600,255.00
2008-03-27,474.90,505.00,474.90,500.00,55100,250.00
2008-03-26,489.00,490.00,450.00,460.00,44800,230.00
2008-03-25,508.00,518.50,480.00,487.70,101100,243.85
2008-03-24,500.00,508.30,470.00,482.10,96000,241.05
2008-03-21,500.00,500.00,500.00,500.00,000,250.00
2008-03-20,500.00,500.00,500.00,500.00,000,250.00
2008-03-19,518.00,530.90,488.00,500.00,129600,250.00
2008-03-18,510.00,519.00,480.30,509.80,47900,254.90
2008-03-17,550.00,550.00,550.00,550.00,000,275.00
2008-03-14,532.10,570.00,532.10,550.00,16600,275.00
2008-03-13,565.10,606.00,555.00,567.00,19200,283.50
2008-03-12,638.00,638.00,616.00,616.00,22300,308.00
2008-03-11,622.85,625.00,600.25,600.25,43700,300.12
2008-03-10,610.10,638.80,582.00,615.00,265700,307.50
2008-03-07,680.00,680.00,620.55,630.10,22500,315.05
2008-03-06,689.75,689.75,689.75,689.75,000,344.88
2008-03-05,660.00,692.50,642.60,689.75,63500,344.88
2008-03-04,674.60,680.00,635.00,670.00,86900,335.00
2008-03-03,655.00,679.90,602.00,679.80,55200,339.90
2008-02-29,644.00,670.80,644.00,665.05,59700,332.52
2008-02-28,640.00,648.00,636.00,645.00,3800,322.50
2008-02-27,649.90,662.00,633.00,640.10,30900,320.05
2008-02-26,676.45,676.45,631.00,632.20,16300,316.10
2008-02-25,651.10,670.00,640.00,654.00,4500,327.00
2008-02-22,601.00,675.00,601.00,670.00,20100,335.00
2008-02-21,720.00,720.00,652.00,680.00,52600,340.00
2008-02-20,620.00,679.00,555.20,676.90,76700,338.45
2008-02-19,671.00,689.00,651.10,651.25,60000,325.62
2008-02-18,645.00,675.90,645.00,663.05,46500,331.52
2008-02-15,600.00,649.00,600.00,638.00,63200,319.00
2008-02-14,609.00,625.00,589.00,625.00,20500,312.50
2008-02-13,590.00,609.75,570.00,609.75,56400,304.88
2008-02-12,590.00,606.85,555.00,592.25,50200,296.12
2008-02-11,591.00,610.00,544.00,600.00,26500,300.00
2008-02-08,602.00,609.00,568.00,600.00,33200,300.00
2008-02-07,602.15,639.40,600.00,608.90,14300,304.45
2008-02-06,572.10,632.00,572.10,619.85,8100,309.92
2008-02-05,606.00,630.00,606.00,627.00,5300,313.50
2008-02-04,641.00,651.00,620.00,620.00,20500,310.00
2008-02-01,631.05,643.00,615.00,620.00,9100,310.00
2008-01-31,642.15,642.15,612.00,620.00,23000,310.00
2008-01-30,645.00,649.00,625.00,626.05,19500,313.02
2008-01-29,620.00,660.00,620.00,645.00,7900,322.50
2008-01-28,655.00,655.00,628.00,645.00,25300,322.50
2008-01-25,648.60,655.00,630.00,655.00,19000,327.50
