Date,Open,High,Low,Close,Volume,Adj Close
2008-05-20,640.10,649.50,628.00,637.00,2913700,637.00
2008-05-16,644.55,656.80,638.10,648.40,4547200,648.40
2008-05-15,625.00,647.00,625.00,643.95,3554500,643.95
2008-05-14,601.25,627.80,601.25,623.95,2331900,623.95
2008-05-13,630.00,638.85,612.05,615.60,4560400,615.60
2008-05-12,625.00,640.00,607.00,622.50,4166600,622.50
2008-05-09,638.65,656.50,625.40,629.00,3817600,629.00
2008-05-08,644.95,662.00,635.00,643.10,4895100,643.10
2008-05-07,669.80,672.00,644.00,653.00,6516200,653.00
2008-05-06,705.15,705.15,660.30,670.55,5341600,670.55
2008-05-05,720.00,739.00,701.10,705.10,5188300,705.10
2008-05-02,725.00,726.85,710.00,721.30,2447700,721.30
2008-04-30,730.50,735.00,701.55,703.70,4256900,703.70
2008-04-29,669.00,729.50,668.10,727.50,5586400,727.50
2008-04-28,667.85,680.90,665.10,668.95,2224000,668.95
2008-04-25,680.00,685.00,654.15,668.20,2926100,668.20
2008-04-24,680.00,697.00,671.25,677.00,2807700,677.00
2008-04-23,674.00,690.90,672.35,685.00,3624600,685.00
2008-04-22,650.00,684.00,646.15,674.25,4073500,674.25
2008-04-21,660.00,675.00,647.15,653.00,2567600,653.00
2008-04-17,635.00,653.80,631.00,648.50,3650800,648.50
2008-04-16,625.00,636.00,621.00,625.25,3460200,625.25
2008-04-15,596.00,626.00,585.00,618.50,4652300,618.50
2008-04-11,604.00,614.00,595.25,598.90,2473200,598.90
2008-04-10,610.00,616.60,597.55,600.55,4054000,600.55
2008-04-09,616.00,627.45,608.55,609.50,3298900,609.50
2008-04-08,618.85,636.00,612.50,617.00,3334400,617.00
2008-04-07,612.00,628.00,604.30,617.70,2602900,617.70
2008-04-04,625.90,629.00,602.40,608.85,3789200,608.85
2008-04-03,624.05,634.70,615.15,625.90,3566000,625.90
2008-04-02,640.00,663.00,615.50,622.00,4155100,622.00
2008-04-01,658.00,664.00,620.00,622.00,6719600,622.00
2008-03-31,695.70,695.70,641.00,646.00,3413500,646.00
2008-03-28,680.00,701.85,668.50,693.00,3829400,693.00
2008-03-27,645.00,680.00,641.25,678.10,4929000,678.10
2008-03-26,680.00,687.00,655.10,657.85,3225300,657.85
2008-03-25,614.70,687.00,610.00,686.50,4087700,686.50
2008-03-19,641.90,678.00,621.55,635.00,4498100,635.00
2008-03-18,612.70,645.80,601.00,634.00,5206900,634.00
2008-03-14,618.00,658.80,610.00,653.60,9194300,653.60
2008-03-13,690.00,711.00,591.20,620.00,10280300,620.00
2008-03-12,780.00,799.00,650.00,712.50,3360400,712.50
2008-03-11,677.00,756.90,665.30,750.00,4777600,750.00
2008-03-10,660.00,690.00,621.75,674.00,3114300,674.00
2008-03-07,671.00,680.90,645.00,651.00,3301500,651.00
2008-03-05,681.00,689.70,640.20,683.00,4448800,683.00
2008-03-04,719.90,720.00,666.00,677.00,3280800,677.00
2008-03-03,767.00,770.00,701.25,708.00,2295000,708.00
2008-02-29,805.00,812.00,771.45,777.80,2470700,777.80
2008-02-28,828.90,834.00,798.00,802.30,2356000,802.30
2008-02-27,841.00,849.90,820.25,822.00,1213600,822.00
2008-02-26,840.30,845.00,828.10,828.80,969500,828.80
2008-02-25,829.00,847.90,815.25,834.50,1368500,834.50
2008-02-22,820.00,840.00,815.00,830.50,995600,830.50
2008-02-21,816.80,843.00,801.00,834.65,1834100,834.65
2008-02-20,835.00,837.95,812.00,814.00,1371400,814.00
2008-02-19,870.00,874.90,835.00,836.50,1379800,836.50
2008-02-18,891.50,898.40,856.10,861.00,1310900,861.00
2008-02-15,850.10,891.80,826.15,875.00,2716700,875.00
2008-02-14,835.00,878.50,830.00,855.40,3060100,855.40
2008-02-13,805.20,818.80,791.00,815.00,2878700,815.00
2008-02-12,799.95,819.90,783.00,796.00,2031500,796.00
2008-02-11,825.00,830.00,754.00,802.00,4576300,802.00
2008-02-08,847.00,854.90,793.15,816.45,3239300,816.45
2008-02-07,878.00,898.00,832.00,843.10,1987900,843.10
2008-02-06,855.00,874.95,821.15,873.90,1709400,873.90
2008-02-05,890.00,901.00,865.30,894.00,2317000,894.00
2008-02-04,822.00,895.00,820.00,894.85,3662800,894.85
2008-02-01,820.00,844.90,783.00,814.00,3644900,814.00
2008-01-31,860.00,870.00,801.00,818.95,3776500,818.95
2008-01-30,860.00,902.95,850.00,851.30,3170700,851.30
2008-01-29,895.00,949.00,868.05,885.05,1854000,885.05
2008-01-28,930.25,930.25,876.80,888.00,1329700,888.00
2008-01-25,902.00,952.80,902.00,950.80,1725400,950.80
